#class,z,objid,psfMag_r,fiberMag_r,modelMag_r,petroMag_r,petroRad_r,petroR50_r,petroR90_r,lnLStar_r,lnLExp_r,lnLDeV_r,mE1_r,mE2_r,mRrCc_r,type_r,type
# 10A  ,E,K    ,E       ,E         ,E         ,E         ,E         ,E         ,E         ,E        ,E       ,E       ,E    ,E    ,E      ,I     ,I
STAR,0.0003188982,1237646794381263622,15.13363,15.43964,15.13359,15.18703,1.24929,0.6579524,1.373149,-7.756968,-9.236135,-9.271832,-0.3376226,-0.2715399,3.77467,6,6
STAR,2.691102E-05,1237648704586973314,16.4508,16.77849,16.43549,16.49397,1.149171,0.5911314,1.313735,-6.774187,-2.983565,-2.975919,-0.001754723,0.02092935,2.563862,6,6
STAR,0.000324382,1237648704041582685,17.99212,18.35229,17.98328,18.0151,1.497813,0.7505155,1.745011,-1.230028,-0.6177077,-0.6197887,-0.05814501,-0.03059802,4.166657,6,6
STAR,-6.713322E-05,1237646794378904682,20.76316,21.08543,20.73626,20.84072,1.56227,0.7159134,1.376189,-0.02285204,-0.05594617,-0.05532524,-0.3197538,-0.2882331,4.401959,6,6
STAR,0.0003249733,1237646748744483052,19.37749,19.71365,19.38,19.4558,1.30741,0.6674556,1.352327,-0.9832069,-1.279186,-1.27843,-0.07588577,-0.07244289,3.754551,6,6
STAR,0.0002152033,1237646648371445943,20.17978,20.40636,20.14104,20.22965,1.383941,0.6993566,1.303225,-0.0100532,-0.01059296,-0.009942006,-0.2803338,-0.2079471,4.375834,6,6
STAR,0.0002145711,1237646647834771810,19.73917,20.03376,19.71908,19.75907,1.278311,0.6506861,1.359694,-0.1548469,-0.1718251,-0.1719631,-0.1636881,0.02955334,3.41468,6,6
STAR,0.0001235528,1237648704042041533,19.03415,19.39008,19.01173,19.04357,1.507399,0.7373388,1.735259,-2.306777,-1.925104,-1.90804,-0.09439246,0.04761447,3.942121,6,6
STAR,-2.985533E-05,1237648704042238043,17.11527,17.49791,17.11703,17.16702,1.499145,0.7428408,1.714455,-0.8262292,-1.538209,-1.448502,-0.06648169,-0.0206592,4.048626,6,6
STAR,0.0003151489,1237648704588349625,18.97813,19.30661,18.96847,19.03668,1.117127,0.5693009,1.229773,-0.000659612,-0.0004201666,-0.000422463,-0.06397787,0.01765908,2.432559,6,6
STAR,0.0002151508,1237648704591037014,21.79704,22.29906,21.81849,22.14316,1.092966,0.5354922,0.9751071,-0.1214125,-0.2452293,-0.2433755,-0.07231975,-0.06800622,2.680753,6,6
STAR,-0.0001673784,1237648704577732627,17.8457,18.22463,17.81952,17.86338,1.693776,0.8431885,1.936068,-22.27336,-9.27364,-9.33138,-0.04488091,0.02876813,5.293729,6,6
STAR,2.749609E-05,1237646646224224677,19.87557,20.17788,19.86176,19.93339,1.320648,0.6547106,1.279984,-0.3897269,-0.4915919,-0.492114,-0.1190937,-0.04956321,3.560939,6,6
STAR,-0.0003098278,1237648704042500153,17.06414,17.43426,17.07223,17.11519,1.49037,0.7347257,1.682333,-0.2029973,-0.4702957,-0.4687511,-0.05106002,-0.02467259,4.033876,6,6
STAR,0.0003252671,1237648704578322465,15.79252,16.17229,15.79617,15.85231,1.467675,0.7350895,1.681064,-71.07913,-71.69109,-74.22205,-0.03737473,-0.01839114,4.040095,6,6
STAR,-3.049427E-05,1237648704578322474,17.17647,17.5508,17.17365,17.22687,1.47919,0.7418882,1.694208,-0.8791187,-1.013555,-1.014571,-0.0314531,-0.01719356,4.149283,6,6
STAR,-6.572447E-05,1237648704043155487,16.59661,16.95621,16.61025,16.65506,1.343098,0.6796817,1.527348,-4.476581,-5.843694,-5.818243,-0.1038216,-0.01716438,3.488292,6,6
STAR,0.000321305,1237646645686763958,20.06539,20.35715,20.03271,20.10522,1.384689,0.6987211,1.358221,-0.02245195,-0.007974125,-0.009690044,-0.1621485,0.02455905,4.262674,6,6
STAR,0.000121643,1237646645686698258,19.404,19.70512,19.39987,19.39955,1.323745,0.6907089,1.639816,-0.1162159,-0.192255,-0.1922994,-0.06776998,0.09467441,3.714822,6,6
STAR,-0.0004576941,1237648705657241655,16.44898,16.77884,16.46034,16.5053,1.286813,0.6638939,1.436735,-2.525913,-3.572177,-3.570207,-0.1348562,0.008115725,3.557631,6,6
STAR,2.683941E-05,1237646588248851694,19.79919,20.09454,19.775,19.7676,1.341981,0.6650732,1.609167,-2.233351,-2.164412,-2.164834,-0.2911079,-0.3564681,3.225259,6,6
STAR,6.900822E-05,1237646588248785470,18.08371,18.40351,18.07818,18.1322,1.072984,0.5626059,1.23202,-0.1637712,-0.1709537,-0.17382,-0.07443521,-0.06128309,2.373612,6,6
STAR,-6.673489E-05,1237648704578584737,15.42774,15.82291,15.42636,15.48915,1.565511,0.7782977,1.797689,-81.95974,-85.0266,-84.88128,-0.07125049,0.01486176,4.484529,6,6
STAR,7.115771E-05,1237646588247474820,20.4887,20.86399,20.5008,20.64591,1.056783,0.5708613,1.100001,-0.8131465,-1.177235,-1.196034,-0.137932,-0.261353,2.84497,6,6
STAR,-3.144109E-05,1237646588247410172,20.42447,20.76101,20.43752,20.47958,1.171233,0.6145241,1.441996,-0.06402227,-0.1242344,-0.1245237,-0.1830621,-0.1339671,2.921109,6,6
STAR,0.0003277754,1237646587714274684,20.21548,20.50845,20.19052,20.25204,1.168975,0.5700363,1.187817,-0.06445359,-0.0704193,-0.07040893,-0.243878,-0.2591327,2.523998,6,6
STAR,0.0001218767,1237646587714012470,19.62029,19.95296,19.61289,19.69653,1.040758,0.5227941,1.089945,-2.185472,-2.821973,-2.823699,-0.1185461,-0.03786376,2.098284,6,6
STAR,-3.081154E-05,1237646587714012321,19.66943,19.92174,19.57537,19.65097,1.152557,0.5795215,1.176432,-21.62001,-2.55874,-4.408715,0.06845376,-0.1041183,2.728572,6,6
STAR,-2.93885E-05,1237646587713488302,20.49633,20.83523,20.50088,20.55094,1.059634,0.5675402,1.380838,-0.04474004,-0.1068558,-0.1069067,-0.1651069,-0.2356551,2.356781,6,6
STAR,7.12407E-05,1237646587713159990,19.74337,20.05524,19.72673,19.75861,1.121464,0.5793136,1.360175,-0.8599716,-1.042888,-1.041827,-0.1091917,-0.2185901,2.401086,6,6
STAR,0.0002107276,1237646587711718528,19.99682,20.28963,19.96144,19.99341,1.110994,0.5743423,1.387648,-1.035163,-1.007849,-1.004416,-0.1481939,-0.0758279,2.306001,6,6
STAR,0.0003243886,1237648704046104703,16.04395,16.3697,16.00423,16.04412,1.400089,0.7046351,1.593741,-102.9788,-28.08897,-26.55989,-0.05050803,0.003899224,3.739049,6,6
STAR,6.897064E-05,1237646587710734943,16.5532,16.90258,16.56411,16.63069,1.050563,0.5379445,1.203627,-1.543757,-1.975781,-1.990238,-0.2283075,-0.1237652,1.973692,6,6
STAR,2.54802E-05,1237648704046170188,17.58045,17.9402,17.60003,17.64863,1.296172,0.6545922,1.46131,-0.4580888,-0.7385994,-0.7348728,-0.05085479,-0.04177643,3.206322,6,6
STAR,0.0002105404,1237646587177797828,20.15884,20.48191,20.15342,20.21512,1.024909,0.5361618,1.186167,-0.2395488,-0.4057451,-0.4055083,-0.1254549,-0.2260836,2.122048,6,6
STAR,0.0002117059,1237646587177010019,19.17874,19.5121,19.18472,19.25173,0.9711596,0.4943818,1.094562,-0.03018128,-0.05795373,-0.05796862,-0.1659013,-0.05133088,1.635578,6,6
STAR,0.0003181845,1237648704046170227,18.26784,18.62577,18.27995,18.3345,1.295592,0.6592017,1.45935,-0.3359945,-0.5790929,-0.6190653,-0.05042917,-0.05738664,3.319543,6,6
STAR,-2.985689E-05,1237648704046235751,16.92575,17.35213,17.05163,17.1121,1.263753,0.6611136,1.384255,-1581.059,-1579.72,-1580.077,-0.122544,-0.01786486,3.662555,6,6
STAR,0.000211879,1237646587176092129,18.89682,19.24417,18.90674,18.99161,0.926518,0.47811,1.06892,-0.3982099,-0.7189506,-0.7916803,-0.06101834,-0.01240347,1.598732,6,6
STAR,0.0002155341,1237646587176091831,17.74698,18.08475,17.75575,17.82659,0.9292889,0.4824656,1.097538,-8.878888,-10.9109,-10.91841,-0.1098555,-0.0225866,1.635633,6,6
STAR,-2.940335E-05,1237646587175306208,19.58245,19.91281,19.56569,19.6541,0.9680592,0.5163212,1.147182,-1.430229,-1.90566,-1.906993,-0.0428032,-0.05760071,2.016289,6,6
STAR,6.973369E-05,1237646587173864308,18.1535,18.44993,18.10129,18.15263,1.123544,0.5653753,1.286881,-47.83389,-18.65469,-17.37535,-0.1370932,-0.01607004,2.281108,6,6
STAR,0.000212724,1237648704579108872,15.07406,15.44981,15.05616,15.1159,1.493485,0.750352,1.716466,-376.3816,-340.3697,-354.4407,-0.09442559,-0.01148573,4.213158,6,6
STAR,0.0001229266,1237646587173733375,17.48112,17.81995,17.47772,17.5483,1.060535,0.5338281,1.206511,-4.996343,-4.506034,-4.511447,-0.1474061,-0.01040753,2.043084,6,6
STAR,-0.0003088868,1237648704046301190,16.63756,16.97681,16.61056,16.64784,1.445118,0.7247885,1.65288,-19.4917,-3.26476,-3.156941,-0.05785506,-0.02492691,3.891371,6,6
STAR,-0.000457771,1237646587169800576,19.41292,19.72918,19.42213,19.47568,0.8648061,0.4569922,1.074323,-2.932087,-4.080112,-4.078922,-0.2033838,-0.03698565,1.426025,6,6
STAR,-3.053222E-05,1237648704579174604,19.8192,20.25337,19.83805,20.10815,1.348806,0.6277711,1.117275,-69.40179,-72.36121,-72.36514,-0.175527,0.03892753,3.820011,6,6
STAR,0.0001240298,1237648704046891118,17.76224,18.10569,17.75825,17.80769,1.25582,0.6416017,1.451215,-2.321644,-1.054747,-1.057663,-0.09665347,-0.04598276,3.081104,6,6
STAR,-6.543693E-05,1237646587169341900,20.00087,20.31528,19.97896,20.05049,0.8679933,0.4614427,1.080277,-0.1140669,-0.05192588,-0.05192314,-0.2563075,-0.1337704,1.407769,6,6
STAR,0.0003241142,1237648704047546390,18.22176,18.56062,18.21314,18.26802,1.311019,0.6622591,1.439108,-0.5690894,-0.3784641,-0.3745707,-0.02966639,0.04071925,3.388434,6,6
STAR,0.0002157293,1237648704579240065,15.74319,16.09733,15.72761,15.76838,1.44889,0.7230732,1.663414,-218.1471,-179.7903,-178.6367,-0.07663341,0.01165006,3.832543,6,6
STAR,-6.521375E-05,1237648704579371217,17.74448,18.10712,17.75109,17.80511,1.495733,0.7353443,1.627743,-0.4663337,-1.000575,-0.9302806,-0.05796138,-0.02104601,4.133305,6,6
STAR,-0.000217952,1237648704047677644,19.69377,20.05328,19.68442,19.73642,1.444943,0.6979195,1.559063,-0.3716253,-0.4419268,-0.441833,-0.05666414,0.01060684,3.574067,6,6
STAR,0.0002120557,1237648704579371333,20.62562,21.00104,20.62512,20.72384,1.438831,0.7164895,1.514305,-2.196687,-2.675893,-2.675623,-0.0555961,-0.05278068,4.11793,6,6
STAR,0.0002103271,1237646586638632084,21.50798,22.03032,21.51738,21.86659,0.8513274,0.4219974,0.7164307,-1.307146,-1.746719,-1.746815,0.05463928,-0.2676953,1.797531,6,6
STAR,-0.0002143627,1237646586632601973,20.73683,21.10428,20.74359,20.83054,0.8087122,0.4307487,1.036048,-0.2001597,-0.3390052,-0.3395804,0.06536831,-0.1509547,1.296043,6,6
STAR,0.0001225669,1237646586103924093,18.7998,19.14779,18.81297,18.88891,1.074801,0.5657812,1.220047,-0.2069964,-0.364028,-0.3634651,-0.1216289,0.02950525,2.44978,6,6
STAR,0.000123686,1237648704579567719,15.81707,16.172,15.8252,15.87864,1.270229,0.6468414,1.45211,-32.80143,-34.82512,-34.75394,-0.09299842,-0.02851282,3.126635,6,6
STAR,0.0002159078,1237646586103005630,17.85865,18.19479,17.86102,17.10357,17.09217,4.262508,29.03513,-287.8921,-288.2891,-288.2765,-0.05147343,-0.05246976,2.234588,6,3
STAR,0.0001250684,1237646586102678460,18.6471,18.99353,18.65973,18.71514,1.086924,0.547322,1.241622,-0.8393598,-1.053143,-1.051553,-0.09308461,0.02355282,2.055269,6,6
STAR,0.0003269468,1237648704579764308,20.04169,20.38121,20.04043,20.14515,1.32036,0.6565425,1.330156,-0.05543537,-0.1009181,-0.100891,-0.1130125,-0.03820359,3.42129,6,6
STAR,0.0002116089,1237646586100122880,19.74662,20.09038,19.73152,19.82922,1.042101,0.5405483,1.131101,-0.1920204,-0.2309789,-0.2308313,-0.1017316,-0.01876833,2.181816,6,6
STAR,0.000315875,1237646586096255319,19.86972,20.17844,19.8337,19.90555,0.9796447,0.5094768,1.137934,-0.09207456,-0.07340873,-0.07569389,-0.0548786,-0.08714318,1.928257,6,6
STAR,6.990202E-05,1237646585567052777,18.6032,18.88258,18.53534,18.58491,1.194023,0.617956,1.374363,-23.76945,-0.5635201,-0.2549376,-0.2631656,0.2388372,3.066292,6,6
STAR,0.0002097133,1237648704579764483,19.95398,20.31052,19.94423,20.0057,1.347269,0.6766568,1.529621,-0.3628114,-0.5311078,-0.5310528,-0.1207398,-0.0186414,3.457895,6,6
STAR,0.0001245792,1237648704579829988,18.3038,18.67277,18.30612,18.35367,1.492503,0.7423618,1.690122,-0.3615262,-0.6231109,-0.6267416,-0.07116159,0.03730516,4.129563,6,6
STAR,2.683521E-05,1237648704579895345,17.50046,17.85023,17.48554,17.53101,1.423496,0.712759,1.609237,-2.251063,-0.4545985,-0.4396833,-0.08163746,-0.0166664,3.813152,6,6
STAR,0.0002149993,1237648704580026647,20.92776,21.28496,20.94408,20.92739,1.666465,0.7060138,1.804659,-0.100712,-0.188249,-0.1882023,-0.02337083,0.03270143,3.082294,6,6
STAR,-0.0003084412,1237648704054755559,18.1529,18.51272,18.14385,18.17698,1.51707,0.7592215,1.759925,-0.230148,-0.05663852,-0.05628854,-0.007215842,-0.03525644,4.286983,6,6
STAR,0.0003238948,1237646382080065645,16.11806,16.398,16.08534,16.12642,1.51098,0.7846067,1.621455,-186.4031,-64.55743,-63.47279,-0.3717459,-0.2192512,5.353393,6,6
STAR,0.0002163072,1237646382080000397,16.33461,16.64199,16.33261,16.38346,1.346198,0.7002388,1.456544,-0.7385158,-0.8409534,-0.8399177,-0.3489968,-0.2057609,4.274569,6,6
STAR,-0.0004562202,1237648720149217396,15.84883,16.18852,15.8286,15.87636,1.390986,0.7020164,1.567913,-63.7739,-40.68987,-38.80354,-0.1011766,-0.06658407,3.767537,6,6
STAR,0.0001240066,1237646382080000047,16.03901,16.33575,16.0341,16.07945,1.410184,0.7305474,1.50921,-2.66136,-2.755116,-2.75281,-0.3981289,-0.2578534,4.759033,6,6
STAR,0.0003151745,1237648704582910071,18.11426,18.48727,18.11281,18.16375,1.490129,0.741443,1.685252,-1.823431,-2.170064,-2.177245,-0.0421635,-0.04823094,4.103454,6,6
STAR,0.0002130954,1237646381542539423,16.01872,16.32893,16.00332,16.05965,1.178675,0.6135301,1.298574,-11.46297,-4.757868,-4.783767,-0.2799991,-0.02521953,2.999393,6,6
STAR,0.0002150171,1237646381006259296,17.11171,17.44467,17.12263,17.17921,1.172982,0.6052596,1.302133,-1.15363,-1.313317,-1.310622,-0.2238867,-0.03994226,2.873794,6,6
STAR,-6.503554E-05,1237648704583368774,16.15506,16.48172,16.14175,16.19285,1.213731,0.6224212,1.370865,-37.33124,-7.457932,-7.616578,-0.1812818,-0.05743371,2.966542,6,6
STAR,0.0001222642,1237646381006258321,16.69884,16.99531,16.66881,16.70832,1.215129,0.6226829,1.37528,-85.43597,-40.94329,-39.93339,-0.2042124,-0.108718,2.979519,6,6
STAR,0.0001244178,1237646381004620721,19.35742,19.68995,19.36728,19.4177,1.151376,0.5864487,1.325163,-0.05334328,-0.13564,-0.1364829,-0.1837998,-0.04965961,2.600952,6,6
STAR,0.0002137473,1237646380468798044,16.93418,17.17426,16.8145,16.86259,1.284332,0.6494307,1.400868,-826.5861,-7.65101,-16.23648,-0.3273848,-0.01771347,3.401919,6,6
STAR,0.0003189713,1237648704583434243,14.61008,14.93671,14.60309,14.6533,1.171485,0.6044225,1.330254,-239.3496,-233.3451,-234.1003,-0.1103154,-0.0534113,2.75015,6,6
STAR,-0.0003089297,1237648704056262678,17.21567,17.54702,17.22285,17.2716,1.159537,0.5919584,1.299315,-0.01664873,-0.02610952,-0.0261912,0.03820871,-0.04049189,2.59732,6,6
STAR,0.0001234912,1237646379931927243,16.82034,17.12804,16.7966,16.84988,1.27307,0.6610901,1.390891,-24.80407,-16.95515,-17.0484,-0.09533925,0.04148507,3.566279,6,6
STAR,-6.570142E-05,1237645943979835700,20.79944,21.09945,20.81034,20.81833,1.270376,0.6386667,1.383026,-0.2596525,-0.4400685,-0.4237409,-0.4226107,-0.06198175,3.303335,6,6
STAR,-0.0001728652,1237648721770840077,14.61502,14.95281,14.62839,14.68148,1.148162,0.5960931,1.29234,-326.3354,-331.5217,-331.1056,-0.1334596,-0.02907033,2.709269,6,6
STAR,-0.0001728532,1237648721771757592,15.13159,15.47819,15.13278,15.17741,1.385455,0.7037428,1.559117,-262.3716,-261.1242,-261.267,-0.08518666,-0.04312354,3.832561,6,6
STAR,-0.0003633559,1237648721782702931,21.90543,22.25642,21.8222,22.08523,1.269562,0.5893981,1.071959,-0.287201,-0.3635013,-0.3756129,-0.244921,-0.1717509,3.941875,6,6
STAR,-8.661376E-05,1237648721786503200,16.38094,16.68657,16.351,16.39969,1.301537,0.6704116,1.437276,-52.84869,-13.29468,-12.63957,-0.08964945,-0.03709337,3.612082,6,6
STAR,3.111715E-05,1237648722842222750,17.65487,17.96626,17.65665,17.70294,1.289036,0.6713194,1.397334,-0.9740622,-1.000237,-0.9994831,-0.1829701,-0.0116048,3.778108,6,6
STAR,-0.0003689982,1237648721791156779,20.31258,20.59906,20.26805,20.26011,1.518493,0.7735129,1.796924,-0.0580975,-0.04716196,-0.04465447,-0.0145689,0.00302265,4.529561,6,6
STAR,-0.0005601448,1237649919507103916,18.87143,19.2659,18.86767,18.94398,1.550279,0.76277,1.692111,-0.00427082,-0.003011099,-0.00299583,-0.1046155,-0.0608436,4.356742,6,6
STAR,3.177316E-05,1237648722817254730,20.30827,20.5773,20.27994,20.26194,1.235463,0.6246837,1.586931,-1.200395,-1.512086,-1.494996,-0.2587608,-0.08421198,3.03345,6,6
STAR,-8.609344E-05,1237648722848972805,16.14131,16.46377,16.13723,16.17974,1.587314,0.8139375,1.704134,-21.38716,-19.69312,-19.66894,-0.2106608,-0.01966034,5.59198,6,6
STAR,-0.0002544098,1237648722296176697,16.28561,16.59965,16.28627,16.3351,1.178614,0.6150958,1.301371,-4.731819,-6.504286,-6.502592,-0.1701411,-0.05199125,3.055516,6,6
STAR,-0.000120192,1237649918426153098,19.16523,19.52171,19.18209,19.23901,1.475792,0.7373363,1.61457,-0.1983635,-0.3587481,-0.4449429,-0.08811078,-0.01559319,4.159001,6,6
STAR,3.152642E-05,1237649919508807821,17.53002,17.88788,17.52936,17.58859,1.291946,0.6527352,1.472339,-3.020687,-3.459501,-3.462547,-0.06668755,-0.07724351,3.156145,6,6
STAR,-0.0005697024,1237649919508873439,21.41228,21.54729,21.40636,21.53828,1.233272,0.5954596,1.22975,-1.299387E-09,-2.431235E-08,-2.431766E-08,0.01262589,-0.139529,2.623668,6,6
STAR,7.674666E-05,1237648721745740092,18.40182,18.72651,18.40432,18.45967,1.075427,0.5429535,1.192191,-0.06059471,-0.2213442,-0.2221903,-0.06342545,-0.003781481,2.176359,6,6
STAR,0.0002173327,1237648722302271548,15.48753,15.80695,15.48947,15.53937,1.259194,0.6535272,1.383258,-55.91408,-55.16824,-55.06062,-0.2056354,-0.001743292,3.489599,6,6
STAR,-0.000364816,1237649918433624269,17.96794,18.32639,17.95516,17.99517,1.501409,0.7381337,1.675153,-0.2413574,-0.04377788,-0.04213326,-0.03337821,0.05787885,3.977595,6,6
STAR,-0.0003646426,1237649918435065964,18.76066,19.13457,18.76859,18.83307,1.332474,0.665534,1.504063,-0.292365,-0.4254009,-0.4286435,-0.07498683,0.007935806,3.317239,6,6
STAR,3.15265E-05,1237649918963548420,17.81394,18.18013,17.80107,17.83578,1.49217,0.7339835,1.722561,-0.8890741,-0.4031371,-0.4198903,-0.0548674,0.01759465,3.857717,6,6
STAR,-0.0001210326,1237649918964269116,16.56477,16.93661,16.56845,16.64006,1.213628,0.6142045,1.401886,-1.856343,-2.075685,-2.065155,-0.09749614,0.01532275,2.729693,6,6
STAR,3.243566E-05,1237649918964334621,15.7713,16.13001,15.7608,15.81865,1.314414,0.6630402,1.511775,-73.39828,-69.09148,-69.15505,-0.09621231,0.02694421,3.234146,6,6
STAR,0.0001318592,1237648720697753688,16.51439,16.83779,16.49394,16.54244,1.295071,0.6626828,1.451091,-15.05494,-4.151429,-4.298298,-0.01043984,-0.07434762,3.412229,6,6
STAR,3.274461E-05,1237648722313347172,18.81775,19.16731,18.80445,18.85488,1.575522,0.792711,1.702444,-0.4190508,-0.3982959,-0.3920827,-0.1220318,-0.01965121,4.951975,6,6
STAR,-5.174914E-06,1237649918970429456,15.66513,16.05874,15.69424,15.73836,1.483597,0.7386337,1.717773,-159.8802,-161.1931,-163.9241,-0.01194426,0.02442901,3.963431,6,6
STAR,-0.0005657703,1237649918970495061,16.70199,17.06908,16.69153,16.73849,1.486019,0.7435985,1.683506,-14.69717,-6.094207,-6.101521,-0.1307615,-0.01395983,4.133727,6,6
STAR,-0.0003698597,1237649920044826923,19.94453,20.33971,19.94895,19.96969,1.542417,0.748955,1.97743,-0.05967782,-0.134957,-0.1347307,-0.06470083,-0.1043304,3.889632,6,6
STAR,-4.280936E-05,1237649918971543634,16.89851,17.28464,16.89866,16.94542,1.532926,0.766677,1.797602,-27.58865,-29.80065,-29.46475,-0.1108384,0.003562847,4.29555,6,6
STAR,-0.0005625885,1237649918971609241,18.05855,18.41374,18.02444,18.07675,1.548458,0.7795503,1.732762,-18.10356,-2.960916,-6.121948,-0.09409211,-0.002216784,4.642635,6,6
STAR,-8.507303E-05,1237649919499698447,19.17386,19.54065,19.17855,19.23177,1.428648,0.7150799,1.611099,-0.255176,-0.4342699,-0.4351251,-0.03657651,-0.08225244,3.900913,6,6
