#class,z,objid,psfMag_r,fiberMag_r,modelMag_r,petroMag_r,petroRad_r,petroR50_r,petroR90_r,lnLStar_r,lnLExp_r,lnLDeV_r,mE1_r,mE2_r,mRrCc_r,type_r,type
# 10A  ,E,K    ,E       ,E         ,E         ,E         ,E         ,E         ,E         ,E        ,E       ,E       ,E    ,E    ,E      ,I     ,I
STAR,0.000583105,1237648722828198076,18.75678,19.05261,18.74522,18.80196,1.376912,0.7128436,1.415559,-3.639803,-2.885971,-2.876844,-0.2628796,-0.03967466,4.415384,6,6
STAR,7.615701E-05,1237648722828263481,14.58154,14.89095,14.56423,14.6135,1.334835,0.6954295,1.470043,-329.9887,-274.9951,-274.0434,-0.2240172,-0.05017981,4.055975,6,6
STAR,7.673867E-05,1237648722828460265,19.65622,19.95441,19.66166,19.699,1.313019,0.6746511,1.395783,-0.009792048,-0.02414932,-0.02519457,-0.2641263,-0.03328415,3.828486,6,6
STAR,-0.0002543119,1237648722322456646,16.50757,16.81616,16.49557,16.53563,1.442614,0.747497,1.567775,-10.23271,-4.297612,-4.315757,-0.1853005,0.001397104,4.701948,6,6
STAR,3.16035E-05,1237648722830950647,22.01354,22.38429,21.92469,22.18666,1.178228,0.6360344,1.264284,-1.24282,-1.394889,-1.453015,0.0943191,-0.4308811,4.163281,6,6
STAR,-0.0002502014,1237648721764680047,21.86317,22.21149,21.8839,21.98732,1.100843,0.5811472,1.378025,-0.06773614,-0.1381152,-0.138118,-0.4086797,-0.08152574,1.936086,6,6
STAR,-4.602017E-06,1237648721246945334,18.26869,18.6016,18.27955,18.3302,1.27041,0.6547105,1.405186,-2.795092,-3.268999,-3.310679,-0.06704646,-0.03809258,3.451949,6,6
STAR,0.0005608513,1237648722833047761,17.76742,18.05147,17.77608,17.8155,1.244848,0.6456681,1.322537,-1.030394,-1.782585,-1.775558,-0.1497182,-0.03561597,3.486062,6,6
STAR,7.649414E-05,1237648703523521120,20.15475,20.34975,20.08128,20.17457,1.205793,0.6051964,1.169234,-0.05537135,-0.0001426776,-0.0002147435,-0.1169273,-0.05474201,3.083688,6,6
STAR,-4.103646E-05,1237648721768611963,15.78124,16.0907,15.76783,15.81624,1.1379,0.5871095,1.273019,-29.56855,-24.10004,-24.23154,-0.1345842,-0.03848634,2.64273,6,6
STAR,7.660952E-05,1237648721768677503,18.12339,18.44834,18.12281,18.1778,1.097461,0.5704458,1.24576,-0.2401476,-0.4179608,-0.4331325,-0.1323625,-0.02614674,2.437436,6,6
STAR,3.213956E-05,1237648721768808617,17.70928,18.0265,17.7049,17.75871,1.140642,0.5873391,1.252602,-0.09719334,-0.05141651,-0.0509023,-0.1633304,-0.03676634,2.64076,6,6
STAR,-0.0001224519,1237648720712499223,15.6881,16.00557,15.68619,15.73012,1.309776,0.6782755,1.437583,-64.90997,-72.96657,-68.60784,0.01863084,-0.03322032,3.757769,6,6
STAR,0.000561904,1237648720688513582,20.57766,20.87143,20.60113,20.70726,1.110377,0.5529819,1.294967,-0.2613594,-0.3962151,-0.3963664,0.08710298,0.04623573,2.358284,6,6
STAR,0.0005747936,1237648721769857237,18.02766,18.34134,18.0131,18.06293,1.15088,0.5892898,1.29026,-0.02490908,-0.008904253,-0.00833618,-0.119122,-0.009778185,2.636715,6,6
STAR,0.0005767093,1237648722837569576,18.14117,18.4517,18.15883,18.20621,1.134295,0.5975941,1.218932,-1.540688,-2.749346,-2.729668,-0.1406762,-0.01550097,2.93079,6,6
STAR,-4.158076E-05,1237648722837897290,16.71273,17.02034,16.71689,16.76774,1.189839,0.6247978,1.295153,-1.433883,-2.382166,-2.36969,-0.2580161,-0.02279273,3.28917,6,6
STAR,-8.704139E-05,1237648722838814744,16.3936,16.71515,16.37698,16.41963,1.458796,0.7522327,1.621754,-17.51208,-6.420739,-6.58006,-0.1555925,-0.04410858,4.624818,6,6
STAR,0.0005913011,1237648722838814788,17.53572,17.83756,17.51069,17.55147,1.512303,0.7856141,1.634622,-23.14747,-2.86701,-2.870413,-0.2175147,-0.08686424,5.293444,6,6
STAR,-5.276532E-06,1237648722841567321,19.75068,20.03463,19.71785,19.6915,1.421398,0.7193539,1.817122,-1.230887,-1.061167,-1.075864,-0.1545239,0.03492272,3.921162,6,6
STAR,-0.0001220587,1237648721785979075,17.79899,18.10377,17.80174,17.83658,1.264817,0.6549308,1.397111,-0.01226689,-0.07655219,-0.07707557,-0.1313073,-0.03628939,3.510726,6,6
STAR,-4.295454E-05,1237648721786306758,15.21614,15.51972,15.19449,15.24412,1.243118,0.6466708,1.372507,-107.526,-75.18656,-74.68202,-0.1184962,-0.03693153,3.386397,6,6
STAR,-0.0001743264,1237648722842484820,18.42109,18.72272,18.41705,18.46249,1.25544,0.6625056,1.381369,-0.7007398,-0.7447006,-0.8761206,-0.2840513,-0.04285607,3.819949,6,6
STAR,0.0001297936,1237648704598245577,17.26188,17.57293,17.27387,17.31852,1.041909,0.5463606,1.153701,-1.701692,-2.793878,-2.812385,-0.252363,-0.05421429,2.328518,6,6
STAR,0.0002188128,1237648721790042529,20.99574,21.32668,20.99599,20.99187,1.384508,0.7183276,1.856783,-1.134359,-1.535158,-1.534948,-0.2176531,-0.0424799,3.736395,6,6
STAR,-0.00036829,1237648721790304360,19.61553,19.92253,19.60548,19.65049,1.393863,0.7159948,1.482669,-0.01054417,-0.01792709,-0.01788961,-0.1005442,-0.04938105,4.25585,6,6
STAR,-0.0005610561,1237648722843926791,20.07196,20.38064,20.07494,20.11582,1.35091,0.6750199,1.405858,-0.8975073,-1.351426,-1.351196,-0.1484868,-0.01220307,3.754811,6,6
STAR,0.0002216256,1237648722286346672,21.39726,21.80637,21.41297,21.72252,1.093307,0.5372208,0.8681265,-0.2071092,-0.3833675,-0.3868996,-0.08462918,-0.09875163,2.999429,6,6
STAR,0.000216599,1237648720145744227,20.5644,20.86654,20.54511,20.4987,1.350419,0.6867077,1.860616,-0.8085364,-1.076934,-1.080534,-0.1414037,-0.05351031,3.161188,6,6
STAR,-5.00759E-06,1237648722849431706,17.73481,18.05198,17.73398,17.77198,1.601389,0.8271454,1.729236,-1.477877,-1.896391,-1.932354,-0.21801,-0.01866977,5.838367,6,6
STAR,-0.0001221956,1237648720693952556,16.06894,16.41181,16.08812,16.13007,1.261195,0.6446016,1.422314,-28.81709,-33.4571,-34.17765,-0.05000431,-0.07154109,3.195021,6,6
STAR,7.591977E-05,1237648722296176680,17.25988,17.58709,17.26676,17.32032,1.132377,0.5885377,1.272933,-0.1056854,-0.2664763,-0.3589667,-0.1824889,-0.06609651,2.682513,6,6
STAR,0.0002206317,1237648722296176791,18.69814,19.02577,18.69759,18.7654,1.121191,0.5753108,1.205084,-0.1477439,-0.1309316,-0.1300139,-0.1728322,-0.04051173,2.579567,6,6
STAR,0.0005886359,1237648722296242235,16.70405,17.01986,16.6833,16.73038,1.267385,0.648043,1.412661,-12.93744,-0.323481,-0.2881644,-0.1795492,-0.04629582,3.276832,6,6
STAR,7.709567E-05,1237648722296832005,19.11113,19.46381,19.08391,19.13586,1.449916,0.7299959,1.644313,-0.4810562,-0.2242728,-0.2357682,-0.08727329,-0.03644866,3.974225,6,6
STAR,0.0002207695,1237648721743643225,17.83112,18.15417,17.83753,17.90021,0.9921836,0.5050156,1.096099,-0.6583439,-1.151171,-1.151662,-0.06988436,-0.03960651,1.882188,6,6
STAR,7.512874E-05,1237648721743905055,17.98536,18.30434,17.99421,18.05347,1.030083,0.5254568,1.162045,-0.6470444,-0.7522696,-0.7543732,-0.04746725,-0.05341107,2.03403,6,6
STAR,0.0001298241,1237648722301812811,17.75369,18.07384,17.74641,17.79522,1.198825,0.6170474,1.347375,-0.22126,-0.2521786,-0.2569764,-0.1886093,-0.01873344,2.943086,6,6
STAR,-8.636924E-05,1237648704058491288,17.37215,17.7029,17.36459,17.425,1.115916,0.5762423,1.269895,-0.2780041,-0.6251115,-0.6259508,0.003502198,-0.02980013,2.448227,6,6
STAR,0.00021944,1237648722305351685,15.1202,15.43709,15.11103,15.1615,1.202181,0.6208531,1.337987,-103.9335,-98.41504,-98.98447,-0.1914584,-0.02294673,3.037024,6,6
STAR,-0.0001197984,1237648722305352036,19.59783,19.93382,19.61017,19.68455,1.195133,0.6165519,1.283023,-0.7484746,-1.026548,-1.021499,-0.2057835,-0.01694831,3.049615,6,6
STAR,0.0002164345,1237648722305482947,17.65306,17.9682,17.65737,17.70365,1.177185,0.6051147,1.289237,-1.467279,-2.518409,-2.507904,-0.1903902,-0.02405234,2.903409,6,6
STAR,3.043894E-05,1237648722305482980,17.71013,18.01523,17.6997,17.74819,1.214789,0.6284068,1.319179,-1.075572,-0.281137,-0.281163,-0.2313899,-0.02069134,3.238405,6,6
STAR,-0.0002502495,1237648704592478229,15.67258,16.02052,15.67943,15.74109,1.136496,0.5841969,1.305451,-43.59879,-47.40815,-47.74818,-0.04196474,0.01696002,2.503764,6,6
STAR,7.488916E-05,1237648722816598162,16.34712,16.64898,16.35744,16.3924,1.194422,0.6237411,1.314626,-26.773,-30.68094,-30.55034,-0.2628526,-0.05458377,3.231568,6,6
STAR,0.0002223869,1237648722305810628,18.51232,18.81008,18.5013,18.54144,1.268688,0.654287,1.362201,-0.259993,-0.247261,-0.2448203,-0.1664006,-0.01335551,3.485984,6,6
STAR,3.174547E-05,1237648721234690061,16.0259,16.35953,16.03013,16.08061,1.183641,0.6076722,1.332015,-45.30158,-48.18711,-48.54557,-0.08557548,-0.01798956,2.796613,6,6
STAR,3.13461E-05,1237646586640271125,20.58608,21.03107,20.61094,20.80643,0.8929707,0.4472509,0.8572542,-2.904766,-3.703163,-3.700133,-0.09705722,-0.08814365,1.620472,6,6
STAR,0.0001337971,1237648722306007169,17.39394,17.71185,17.40502,17.44643,1.203773,0.622041,1.328485,-2.706589,-3.642845,-3.629972,-0.1702311,-0.01263644,3.090755,6,6
STAR,-5.170296E-06,1237648722306203661,15.48141,15.79431,15.49045,15.53341,1.163085,0.6082186,1.281945,-77.71478,-82.81094,-83.45033,-0.1901937,-0.0264894,2.972371,6,6
STAR,0.0001330181,1237648722306465916,18.0286,18.34383,18.02908,18.08365,1.193405,0.6227297,1.300052,-1.209909,-1.03499,-1.039512,-0.2162543,-0.01942942,3.183535,6,6
STAR,-0.0001750982,1237648722306662424,15.35768,15.67891,15.36553,15.41145,1.149952,0.5949976,1.279563,-27.81693,-29.96359,-29.91767,-0.1657695,-0.003969962,2.732615,6,6
STAR,-8.718727E-05,1237648722306990105,17.03804,17.357,17.04389,17.09015,1.228846,0.6365968,1.354065,-1.115931,-1.652485,-1.649941,-0.1992145,-0.01882276,3.262988,6,6
STAR,-0.0002548098,1237648722307055776,16.95123,17.25494,16.9488,16.98419,1.207514,0.6269617,1.347684,-4.689189,-5.074765,-5.077826,-0.225673,-0.0445103,3.15619,6,6
STAR,0.0005944489,1237648722307121416,20.71285,20.98373,20.6651,20.68283,1.320919,0.6677533,1.473175,-0.2202192,-0.2571189,-0.2469307,-0.2051648,-0.1240651,3.462761,6,6
STAR,0.0002216,1237648722307907628,16.97261,17.2893,16.97833,17.0148,1.188459,0.6172903,1.345854,-6.266824,-5.987244,-5.99298,-0.1885532,-0.02295342,2.984257,6,6
STAR,3.20426E-05,1237648721759109358,17.63287,17.94458,17.62988,17.67926,1.133224,0.5807462,1.265156,-1.370137,-0.8506686,-0.8563775,-0.09020749,5.660609E-05,2.558867,6,6
STAR,0.0005738604,1237648721759240609,20.82059,21.16298,20.80932,20.93826,1.047996,0.5401623,1.004756,-0.07480839,-0.1357874,-0.1357878,-0.002031493,-0.09404603,2.522989,6,6
STAR,0.0001334742,1237648722308628507,17.1236,17.46948,17.12537,17.17095,1.380968,0.7012278,1.540951,-2.57173,-3.792879,-3.799224,-0.107661,-0.03742042,3.855878,6,6
STAR,0.0005691258,1237648721228398743,19.37853,19.68026,19.34466,19.35312,1.201522,0.6214131,1.562773,-3.086435,-2.333508,-2.351629,-0.1058459,-0.0374281,2.702839,6,6
STAR,0.0005757023,1237648722308891094,20.08037,20.4403,20.08157,20.12542,1.488424,0.725122,1.657891,-0.003036477,-0.009645663,-0.009654917,-0.1212927,-0.08829377,4.003291,6,6
STAR,0.0001322459,1237648722310594697,19.32302,19.65294,19.32864,19.40668,1.263621,0.6492402,1.292396,-1.471163,-1.890869,-1.890146,-0.1901189,-0.06894457,3.562406,6,6
STAR,1.016212E-05,1237648720669704227,16.06947,16.40389,16.08683,16.14252,1.071673,0.5520586,1.199598,-54.99956,-60.8885,-60.94121,0.01600088,-0.09626515,2.275126,6,6
STAR,4.983913E-05,1237648705130463256,17.21753,17.54401,17.22088,17.27308,1.18561,0.6129029,1.310643,-0.3443404,-0.666552,-0.6676494,-0.0923088,0.01855485,2.946657,6,6
STAR,0.0002693427,1237648720669835643,17.44003,17.7477,17.42955,17.48319,1.041635,0.5333455,1.154953,-5.657982,-6.54487,-6.57592,0.02439631,-0.06078081,2.105598,6,6
STAR,-0.0002021985,1237648705132036336,18.74178,19.03855,18.72154,18.78246,1.093359,0.5755539,1.175907,-1.685069,-0.8358098,-0.8357641,-0.1653565,0.03131779,2.701936,6,6
STAR,0.0008362237,1237648705130594334,15.56822,15.90228,15.56868,15.62723,1.135109,0.5850239,1.281553,-21.01502,-23.32689,-23.4343,-0.1082571,0.0246471,2.55132,6,6
STAR,0.0002707331,1237648720669901405,18.84226,19.1179,18.85026,18.92803,1.039661,0.5395609,1.123803,-2.831578,-2.798872,-2.796487,0.01093294,-0.1170892,2.267656,6,6
STAR,0.0008444248,1237648720143909142,20.4904,20.86474,20.50118,20.60068,1.190993,0.6056402,1.289249,-0.027068,-0.05995203,-0.0598911,-0.09493203,-0.06891903,2.841485,6,6
STAR,-5.759449E-05,1237646586640205264,20.59666,20.98821,20.59457,20.75399,0.8728289,0.4437602,0.9069227,-1.05915,-1.46915,-1.510219,-0.1473592,-0.07881752,1.725229,6,6
STAR,0.0002710693,1237648704047022124,15.99584,16.23643,15.98083,16.02354,1.352513,0.6766223,1.579603,-189.1396,-182.1727,-168.4153,-0.08086123,-0.03318373,3.32466,6,6
STAR,8.136764E-06,1237648720144236609,16.50819,16.83636,16.50287,16.54887,1.168678,0.6005708,1.36017,-1.270744,-1.634732,-1.498481,-0.05849126,-0.07035016,2.673911,6,6
STAR,0.0008232485,1237648720680452688,20.91514,21.28916,20.92642,20.79787,3.546148,0.7289551,4.052132,-0.1919196,-0.3573864,-0.3574216,-0.1151167,-0.08612242,2.73298,6,6
STAR,9.221506E-06,1237646586102219266,19.55594,19.87464,19.53116,19.61951,1.080006,0.5614744,1.168667,-0.306071,-0.2286991,-0.228855,0.1368579,-0.2048191,2.515071,6,6
STAR,0.0001036343,1237648704591036584,18.62089,18.99435,18.63498,18.70013,1.330371,0.6670631,1.483256,-4.798613,-4.984872,-4.989995,-0.0952986,-0.003955377,3.333308,6,6
STAR,0.0008764916,1237648720146530623,20.84616,21.1421,20.7802,20.80813,1.311394,0.6625722,1.511893,-0.04233167,-0.03564876,-0.03379525,0.007855454,-0.143999,3.285852,6,6
STAR,0.0008927449,1237648720147055340,21.54173,21.88279,21.56986,21.05946,2.881489,1.147997,4.860564,-1.331378,-1.763644,-1.763496,-0.1235763,0.1189149,2.162222,6,6
STAR,0.0002754407,1237648720679797142,21.21774,21.58163,21.19754,21.32518,1.259189,0.6222613,1.275064,-0.004366231,-0.01137176,-0.01111813,-0.1396304,-0.03394751,3.125743,6,6
STAR,-2.230409E-05,1237648720680255537,15.46431,15.79873,15.44358,15.48922,1.344948,0.683369,1.525789,-93.59961,-69.22677,-69.04929,-0.006069314,-0.01620572,3.549261,6,6
STAR,0.0002699542,1237648720149283061,17.60804,17.96567,17.60879,17.65134,1.447302,0.7282211,1.6415,-0.1407004,-0.3679985,-0.3236238,-0.06791048,-0.04637418,4.021524,6,6
STAR,0.0001067419,1237648720146071630,16.63756,16.97024,16.63727,16.68365,1.261735,0.6421722,1.411969,-6.74592,-8.077276,-7.268497,-0.1323547,-0.08904445,3.157775,6,6
STAR,0.000105267,1237648704591496035,20.05969,20.44938,20.05837,20.12323,1.56504,0.7793592,1.710833,-0.003386039,-0.00669814,-0.006700322,-0.09654267,-0.01159745,4.458039,6,6
STAR,-2.114426E-05,1237648720681041954,16.01951,16.32519,15.99597,16.04697,1.138741,0.5895818,1.275456,-35.68728,-19.52194,-19.63472,-0.0312011,-0.07436534,2.644906,6,6
STAR,0.0002715753,1237648720681042247,21.59802,21.93442,21.56389,21.64071,1.169744,0.5816859,1.350556,-0.02911368,-0.06436848,-0.06126385,-0.1504966,0.027334,2.399718,6,6
STAR,0.0008365678,1237648720681107617,19.41092,19.73726,19.40616,19.45059,1.135749,0.596107,1.383628,-0.05744608,-0.1102528,-0.1103556,0.02973459,-0.09805689,2.718735,6,6
STAR,0.0008742529,1237648720148889840,19.23092,19.57874,19.24033,19.28459,1.214955,0.6234486,1.458486,-0.2194549,-0.4150819,-0.4135659,-0.07758987,-0.04372057,2.866414,6,6
STAR,0.000846667,1237648720148955334,19.32794,19.6506,19.33937,19.35663,1.209149,0.62612,1.440307,-0.01188566,-0.03290895,-0.03300027,-0.09382929,-0.04455009,2.953406,6,6
STAR,0.0002738954,1237648720149086447,19.29148,19.63282,19.28909,19.35492,1.227562,0.6301687,1.333252,-0.0783658,-0.1232227,-0.1304163,-0.04897321,-0.07485946,3.110102,6,6
STAR,0.0008713009,1237648720682090874,20.71984,21.05319,20.69567,20.79528,1.199682,0.5810908,1.213985,-0.03244887,-0.05153831,-0.04978089,-0.131514,-0.08977515,2.615716,6,6
STAR,0.0001046557,1237648704057442599,17.40189,17.72999,17.39833,17.45621,1.119695,0.5768343,1.258514,-0.1593345,-0.3365935,-0.3366873,0.01227432,-0.01860845,2.474998,6,6
STAR,0.0001044584,1237648705652064406,18.01499,18.37078,18.01292,18.05058,1.667061,0.8546624,1.88673,-4.084725,-4.311804,-4.314866,-0.1018369,0.006492558,5.886344,6,6
STAR,0.0001052721,1237648705652064410,20.18766,20.53223,20.16497,20.19174,1.835167,0.8955241,1.977939,-4.124188,-4.612258,-4.489422,-0.06708405,0.09039639,6.181205,6,6
STAR,-2.087713E-05,1237648705132954195,21.19436,21.49716,21.15749,21.32314,1.3303,0.5817388,1.06145,-0.9277761,-1.267449,-1.257012,-0.06259859,0.129307,3.079501,6,6
STAR,-0.0002827006,1237648720684974090,17.89783,18.22475,17.90079,17.94738,1.177025,0.6087459,1.3306,-0.09335175,-0.1277045,-0.1279058,0.04080018,-0.1070091,2.861996,6,6
STAR,0.0008307828,1237648720685432893,18.33313,18.65319,18.31722,18.37367,1.201026,0.6165408,1.334404,-2.957442,-2.267439,-2.277526,-0.01021538,-0.1062439,2.904983,6,6
STAR,0.0008991418,1237648720685563984,17.95204,18.28511,17.96529,18.0105,1.21038,0.6238465,1.361778,-1.671741,-2.344474,-2.324403,0.07460718,-0.03592787,3.014648,6,6
STAR,4.904521E-05,1237648720685695055,14.89631,15.2375,14.90351,14.9579,1.221231,0.6294376,1.377701,-228.9247,-232.4406,-233.0587,-0.0494857,-0.05427781,3.049251,6,6
STAR,0.0002774175,1237648705656586859,20.68409,21.03071,20.63022,20.64678,1.656646,0.8611248,2.116284,-0.9732275,-1.025619,-1.001253,-0.1278155,-0.1528776,5.123484,6,6
STAR,0.0001060379,1237648705656848415,16.03056,16.40571,16.0485,16.10273,1.558978,0.7920451,1.744231,-34.05824,-37.2403,-37.2709,-0.09803793,0.01496849,4.953471,6,6
STAR,0.0002019895,1237648703507660940,18.26165,18.59871,18.24159,18.28024,1.320245,0.6618965,1.549452,-0.2871591,-0.0233908,-0.02340856,0.01237148,-0.06193824,3.224034,6,6
STAR,0.0008277276,1237648720150331803,21.42884,21.76783,21.37796,21.55686,1.154778,0.577882,1.028997,-0.004686818,-0.007164483,-0.007543378,-0.07396711,-0.1466161,3.184304,6,6
STAR,0.0002749815,1237648705657045142,19.83964,20.15598,19.82079,19.82162,1.527601,0.7453888,1.756098,-1.081666,-1.334948,-1.313028,-0.1888754,-0.0259771,4.1979,6,6
STAR,0.0008301847,1237648720150921233,17.89128,18.21753,17.88064,17.92764,1.294385,0.6602945,1.433451,-0.4712258,-0.4981881,-0.5344112,-0.0650982,-0.06592114,3.411392,6,6
STAR,0.0008647107,1237648720151314741,20.84313,21.13601,20.80825,20.87606,1.28168,0.6310735,1.269095,-0.01737135,-0.03244274,-0.03178813,-0.05485578,-0.01448337,3.053581,6,6
STAR,0.0008656236,1237648720152887452,18.99503,19.32126,18.99605,19.05105,1.261896,0.6408827,1.370157,-9.399564,-10.00802,-10.00958,-0.1489207,-0.06821247,3.188613,6,3
STAR,5.111894E-05,1237648720685891588,16.80664,17.13002,16.78465,16.83626,1.261432,0.6453721,1.415934,-48.42772,-15.20672,-15.07752,0.02662397,-0.132773,3.193604,6,6
STAR,0.000106574,1237648703505629188,15.78908,16.16175,15.78181,15.83461,1.53655,0.7700952,1.744146,-58.41498,-52.05828,-51.98146,-0.07132224,-0.04948726,4.4705,6,6
STAR,8.162171E-06,1237648720685957171,15.69955,16.03029,15.69398,15.74304,1.258117,0.6447605,1.412097,-21.07566,-22.8672,-23.01632,-0.002939077,-0.07029576,3.20132,6,6
STAR,0.0008586365,1237648720686023021,20.51012,20.89031,20.50818,20.66398,1.232851,0.6394339,1.197043,-0.1713312,-0.3095681,-0.3095292,0.01393692,-0.1198151,3.464705,6,6
STAR,0.0002729987,1237648720153542866,19.08993,19.39977,19.08468,19.10285,1.144601,0.5894271,1.380115,-3.238564,-3.424339,-3.416741,-0.1244133,-0.04737819,2.48157,6,6
STAR,0.0002715885,1237648720156426542,21.03395,21.33761,20.98608,21.08963,1.264531,0.6400678,1.198853,-0.1414603,-0.1641732,-0.1752297,-0.08158201,-0.1895063,3.551413,6,6
STAR,-5.89233E-05,1237648720156820037,21.20873,21.57207,21.15867,21.34794,1.205438,0.6194845,1.15875,-0.4501331,-0.4408699,-0.475139,-0.2755922,0.1325895,3.405016,6,6
STAR,4.921655E-05,1237648703504711753,18.63768,19.0069,18.63165,18.67507,1.509758,0.7690491,1.762492,-1.226874,-1.316915,-1.323538,-0.05985677,-0.007208047,4.509858,6,6
STAR,-2.168957E-05,1237648705657372733,18.03004,18.36015,18.02631,18.06859,1.38637,0.7072166,1.528894,-4.361985,-4.703587,-4.702477,-0.1112735,0.02044044,4.009515,6,6
STAR,-5.933734E-05,1237648720686481425,14.42596,14.73959,14.40352,14.45437,1.256757,0.6487687,1.397458,-396.3982,-355.559,-357.7446,0.09263079,-0.07605538,3.334856,6,6
STAR,0.0002732461,1237648720689561614,15.89104,16.23238,15.88734,15.92809,1.42334,0.7220039,1.589922,-128.1046,-88.27389,-86.85742,-0.06264029,-0.1329711,4.086253,6,6
STAR,0.0002727032,1237648705116831910,17.62343,17.96447,17.61697,17.66395,1.518265,0.7680113,1.653742,-0.3522186,-0.3561613,-0.3552878,-0.09318265,0.08900242,4.753772,6,6
STAR,-5.835401E-05,1237648720689758391,17.74159,18.07489,17.7435,17.79633,1.200836,0.6177891,1.344225,-0.06992616,-0.1405353,-0.1617094,-0.03606114,-0.04063928,2.916549,6,6
STAR,0.0001042082,1237648720158130359,18.08397,18.39048,18.07461,18.11822,1.173105,0.5954178,1.283198,-0.8880359,-0.7167782,-0.7142792,-0.1909269,-0.1239887,2.720063,6,6
STAR,0.0008513608,1237648720690675805,18.012,18.34173,18.00836,18.0682,1.162143,0.5939605,1.287745,-0.001518654,-0.005714801,-0.005994436,-0.06319687,-0.08091041,2.697488,6,6
STAR,0.0009180769,1237648720158654590,18.32269,18.63908,18.30801,18.35117,1.268242,0.648074,1.423678,-0.4906282,-0.3320555,-0.3271085,-0.16334,-0.06791862,3.296573,6,6
STAR,-2.124233E-05,1237648720690806808,19.33378,19.66885,19.35265,19.4156,1.086456,0.5649003,1.24426,-0.8702198,-1.289423,-1.282505,-0.05786741,-0.07010575,2.330671,6,6
STAR,4.997921E-05,1237648705658224766,18.77363,19.14603,18.77179,18.83929,1.56309,0.790192,1.718607,-0.2317803,-0.3200014,-0.3198288,-0.0695448,0.03756596,4.88866,6,6
STAR,4.916252E-05,1237648704053117018,20.17405,20.35939,20.16245,20.24207,1.411262,0.6872021,1.385788,-3.655056E-10,-2.615059E-10,-1.693963E-10,0.02614744,-0.02999547,3.824643,6,6
STAR,0.0001045991,1237648720159572145,19.42308,19.75115,19.42631,19.45656,1.252794,0.6409968,1.508207,-0.6676362,-0.976544,-0.9870563,-0.1808581,-0.04083488,3.183394,6,6
STAR,8.012831E-06,1237648704063733940,18.21641,18.52901,18.21138,18.26112,1.15999,0.5975097,1.30127,-0.2589052,-0.5206774,-0.4845753,-0.1293055,-0.07139075,2.753648,6,6
STAR,0.0008907102,1237648720159637511,17.69267,18.00961,17.68485,17.72667,1.262193,0.6443022,1.402085,-0.8397062,-0.6207469,-0.6223882,-0.1865552,-0.07367833,3.319623,6,6
STAR,5.008519E-05,1237648705663860757,16.96263,17.3243,16.96093,17.0087,1.47442,0.7450335,1.675666,-4.260209,-4.234355,-4.21781,-0.04883457,-0.03083295,4.251185,6,6
STAR,0.0009043136,1237648720159637533,15.32282,15.64,15.3029,15.34403,1.229508,0.6344235,1.454386,-654.113,-636.1672,-636.2157,-0.1910748,-0.08880736,3.054978,6,6
STAR,5.034155E-05,1237648720159965315,15.46894,15.79774,15.45623,15.4999,1.378861,0.6996227,1.53287,-145.2794,-124.5176,-124.4022,-0.199818,-0.08483263,3.85443,6,6
STAR,-0.0001459033,1237648720691200083,17.27288,17.59903,17.26769,17.31301,1.227776,0.6321374,1.387144,-6.508207,-3.624511,-3.619983,-0.04154303,-0.1063449,3.11535,6,6
STAR,-0.000200939,1237648720691658939,18.2758,18.60344,18.26265,18.31767,1.225859,0.628437,1.393728,-1.622244E-05,-1.267734E-05,-1.082349E-05,-0.06998679,-0.06030734,3.051209,6,6
STAR,-5.992408E-05,1237648702974918816,19.52896,19.86106,19.5055,19.55388,1.375074,0.6964158,1.54823,-0.0305569,-0.02642643,-0.02657621,-0.05925325,-0.02898714,3.790637,6,6
STAR,-5.978183E-05,1237648720160096303,16.11177,16.44571,16.11386,16.16404,1.22743,0.628464,1.378868,-17.27019,-16.1499,-16.10343,-0.1472557,-0.06818824,3.065203,6,6
STAR,-0.0001024669,1237648720691724376,20.01967,20.3618,20.01105,20.08411,1.269614,0.6255433,1.322877,-0.1048585,-0.1480083,-0.1477896,-0.1236695,-0.07826464,2.941835,6,6
STAR,0.0008883027,1237648720160096502,18.33662,18.665,18.34295,18.38869,1.228326,0.6390019,1.418481,-3.482308,-4.461068,-4.417107,-0.1491124,-0.09650818,3.175186,6,6
STAR,0.0008712676,1237648720693362740,16.79304,17.12643,16.80181,16.8476,1.233186,0.6344823,1.383851,-15.17968,-16.97944,-16.46571,-0.09677363,-0.06371455,3.152092,6,6
STAR,0.0009008115,1237648720693755925,17.05417,17.36885,17.03921,17.08721,1.256606,0.6473438,1.385416,-17.58545,-3.277385,-3.379361,0.02733717,-0.1095286,3.315032,6,6
STAR,0.000839689,1237648720160096568,20.23836,20.56898,20.2348,20.31394,1.302253,0.6418962,1.30467,-0.06229449,-0.1372816,-0.1371216,-0.2018751,-0.1717642,3.376595,6,6
STAR,-0.0002033184,1237648720160686104,16.90044,17.20966,16.88012,16.92916,1.199313,0.614517,1.335971,-7.482431,-2.372055,-2.344797,-0.1939688,-0.0981331,2.941714,6,6
STAR,-5.826135E-05,1237648720160882796,16.5584,16.89055,16.56026,16.60458,1.296693,0.6630153,1.450152,-1.244867,-1.565506,-1.563043,-0.1238797,-0.06085186,3.453018,6,6
