#class,z,objid,psfMag_r,fiberMag_r,modelMag_r,petroMag_r,petroRad_r,petroR50_r,petroR90_r,lnLStar_r,lnLExp_r,lnLDeV_r,mE1_r,mE2_r,mRrCc_r,type_r,type
# 10A  ,E,K    ,E       ,E         ,E         ,E         ,E         ,E         ,E         ,E        ,E       ,E       ,E    ,E    ,E      ,I     ,I
GALAXY,0.03957643,1237651537649139746,16.63491,16.50624,14.98388,15.11101,5.296197,2.361962,7.20916,-57405.66,-8228.265,-762.6557,-0.5042923,-0.2708769,22.8906,3,3
GALAXY,0.02391783,1237651821637468512,19.27037,19.15948,17.58672,17.46308,5.802796,2.7731,7.935766,-4272.371,-52.7809,-147.8087,-0.4398214,0.244761,41.8842,3,3
GALAXY,0.03921973,1237651537649467610,18.00222,17.83697,16.25321,16.24768,5.895868,2.680397,6.540582,-26922.21,-522.4622,-2434.655,-0.1705669,0.7232656,56.43112,3,3
GALAXY,0.05263772,1237653651843514560,17.87457,17.78806,16.59739,16.74447,3.836778,1.67274,4.604535,-12677.48,-1181.138,-218.4714,0.4604266,-0.1549994,12.2154,3,3
GALAXY,0.03960073,1237651822708785407,18.44145,18.45289,17.42654,17.54194,3.20224,1.454295,3.96892,-3643.944,-262.5394,-2.408692,0.00266741,0.02912969,9.958875,3,3
GALAXY,0.05233242,1237653651843580088,17.93255,17.63952,15.52605,15.73438,10.22022,4.055016,12.5499,-35092.73,-4361.744,-292.1636,-0.3177654,0.04711971,27.92617,3,3
GALAXY,0.05259795,1237651822715470154,16.73453,16.76876,15.11263,15.08595,9.860723,3.998158,13.64199,-46033.46,-17210.77,-2362.729,0.1206277,0.1420726,12.05602,3,3
GALAXY,0.02374328,1237653501507469451,19.84248,19.61889,17.39238,17.3724,9.314191,4.208666,10.15703,-4968.028,-22.80365,-269.0764,-0.1070017,-0.8093734,150.9875,3,3
GALAXY,0.05235343,1237651822715535527,18.0753,18.0181,16.35305,16.55961,5.937897,2.562079,6.800097,-14373.54,-1393.754,-415.3878,0.1381878,-0.4583037,23.37653,3,3
GALAXY,0.03975823,1237651822716846326,18.39682,18.16454,16.11391,16.14983,7.713584,3.496118,8.177505,-25963.11,-142.4387,-2982.954,0.6541234,-0.391567,118.1452,3,3
GALAXY,0.03973615,1237651538713903174,18.2767,18.05716,16.70446,16.54615,5.56403,2.593775,6.852808,-17794.15,-885.3725,-1503.749,0.3175607,0.4978946,35.32639,3,3
GALAXY,0.02429023,1237651823244017925,18.88375,18.4783,16.8825,16.90878,4.385113,2.305992,4.908644,-13841.72,-290.1053,-2364.141,0.08733846,0.07809413,43.83617,3,3
GALAXY,0.02421522,1237651823245328397,17.76526,17.85399,17.0939,17.15298,2.487758,1.17609,3.09382,-4384.682,-546.0525,-17.9937,-0.05919993,0.00061073,7.699295,3,3
GALAXY,0.05263355,1237651538719015021,19.17202,18.69857,17.50576,17.54712,7.284116,2.825247,8.608242,-3496.646,-643.393,-201.0057,-0.1653345,-0.4168492,15.77615,3,3
GALAXY,0.05253886,1237651538719015022,19.1868,18.72886,16.69886,16.74723,7.042823,3.538651,6.859776,-15188.62,-322.8545,-1791.276,0.2028724,0.15739,93.41228,3,3
GALAXY,0.03928475,1237651538720063676,18.77688,18.37332,16.0991,16.11789,8.447968,3.915946,8.695765,-29862.47,-428.0993,-4867.052,0.04775649,-0.8052827,164.8895,3,3
GALAXY,0.05259155,1237651538725175466,19.24818,19.32078,17.447,17.48846,7.421222,3.263879,7.570834,-6168.261,-52.02958,-458.705,-0.2957894,0.8201848,118.426,3,3
GALAXY,0.03991968,1237653652378550566,20.29048,19.86661,17.58687,17.52754,8.572759,4.234139,10.87084,-3185.885,-76.32032,-210.6099,0.4164005,0.4839684,113.3862,3,3
GALAXY,0.02443303,1237653652919943246,19.19788,18.81603,16.61231,16.70709,14.42376,6.884824,16.96687,-5165.392,-1807.357,-542.3504,-0.08139449,-0.0860274,16.5145,3,3
GALAXY,0.02459829,1237653652919943247,19.55262,19.00254,15.25662,15.2441,22.34553,9.908173,22.37127,-15731.59,-157.5278,-1857.015,0.05097526,-0.3264908,541.544,3,3
GALAXY,0.03931916,1237651539785810015,18.00052,17.69647,15.68647,15.66609,7.795491,3.625706,9.959211,-38944.87,-1270.722,-4362.353,-0.6840034,-0.4986459,121.4594,3,3
GALAXY,0.05246528,1237652598492758372,19.30394,18.90584,16.53907,16.58571,8.324535,3.961993,8.264426,-11347.79,-111.9501,-1626.193,0.6031302,0.2319271,148.8207,3,3
GALAXY,0.02399595,1237653652921647288,18.93698,18.72348,16.22678,16.19169,12.62702,5.457616,14.74861,-18647.3,-324.4616,-1049.231,-0.563859,0.5742546,201.2591,3,3
GALAXY,0.05253261,1237652598495379788,18.85136,18.5928,17.41703,17.41932,3.763173,1.825906,3.829455,-6896.008,-23.6527,-542.8208,0.05453353,0.08029393,23.2234,3,3
GALAXY,0.05262962,1237652598497083673,19.32087,19.14735,17.11576,17.20685,8.227311,3.496029,7.986666,-6983.286,-119.2481,-487.1458,0.845046,0.2410551,147.8869,3,3
GALAXY,0.03967273,1237653652922957896,17.33798,17.25563,15.63415,15.82493,5.600643,2.503397,6.998038,-32992.5,-2974.573,-703.1516,-0.3271396,0.2212189,22.49453,3,3
GALAXY,0.03982658,1237653653452292212,16.52225,16.44177,14.61402,14.74343,8.333608,3.544841,11.4348,-71771.23,-15490.9,-524.7951,-0.2204989,0.1299269,19.24523,3,3
GALAXY,0.05236131,1237652599028318452,19.15942,18.81982,16.99907,16.86906,7.626977,3.492358,8.885673,-8920.307,-292.7712,-366.915,0.03837064,-0.1472818,47.60273,3,3
GALAXY,0.03988304,1237653587407798408,16.51099,16.5641,14.94267,15.07158,6.343951,2.778682,8.665442,-59388.69,-13790.06,-454.9767,0.1531138,-0.1339513,16.88797,3,3
GALAXY,0.0398277,1237653664713998767,16.89732,16.82283,14.90057,14.98633,9.756333,4.079396,14.05533,-62702.02,-16008.69,-494.3034,-0.09050715,0.1124715,19.46025,3,3
GALAXY,0.02377723,1237651735228710989,16.49174,16.38425,15.06508,15.17574,4.674856,2.006854,6.881223,-43504.3,-11297.46,-1946.246,-0.4137687,0.08744157,11.37618,3,3
GALAXY,0.05264372,1237653664715309112,19.37215,19.04918,17.07804,17.16201,6.991817,3.147108,6.838698,-9687.948,-155.8231,-1136.086,-0.7683597,-0.2907546,109.6925,3,3
GALAXY,0.05232973,1237653665250804278,17.35359,17.38526,16.5317,16.59227,2.691064,1.246347,3.538491,-10849.91,-1587.098,-77.38145,-0.2859954,-0.1375049,7.654717,3,3
GALAXY,0.02423308,1237652599034806443,18.70278,18.55758,16.51679,16.4981,7.654622,3.57447,8.738133,-14236.88,-62.93233,-1307.632,0.002136286,-0.731414,97.72628,3,3
GALAXY,0.05263969,1237652599035461720,18.15756,18.16692,16.67973,16.84273,4.95422,2.214985,6.526945,-8692.25,-669.0932,-58.24736,0.1415922,-0.2644176,17.87879,3,3
GALAXY,0.05239383,1237652599566172438,16.86852,16.76593,15.57684,15.60694,4.893626,1.923232,6.437025,-29423.46,-7459.636,-2015.448,-0.3050125,-0.2984203,9.070929,3,3
GALAXY,0.02431109,1237652599571218468,17.81084,17.59897,16.4187,16.35334,4.305018,1.961206,4.858158,-21280.85,-608.3854,-1120.019,-0.06511161,0.2259635,19.96352,3,3
GALAXY,0.02427028,1237652599575740677,20.16141,19.72067,16.51779,16.5767,14.75579,6.396403,12.54091,-5696.758,-33.54933,-609.2971,0.01528334,-0.15493,295.2089,3,3
GALAXY,0.02434822,1237653665255063803,20.04433,19.70805,17.18178,17.25799,8.74597,3.991211,8.018798,-4859.231,-43.3647,-665.5632,-0.2023885,0.1738816,126.1296,3,3
GALAXY,0.03935416,1237653588478722122,18.37727,18.24531,16.53319,16.74277,6.262645,2.692631,7.162473,-15635.91,-1494.887,-371.7138,0.3767578,-0.3804645,22.45785,3,3
GALAXY,0.03948309,1237653588484882667,18.00671,17.84504,15.23933,15.26905,9.236996,4.625387,8.97765,-65836.3,-1202.281,-12147.05,0.1275384,0.1017609,165.0245,3,3
GALAXY,0.05258873,1237651249878401031,18.00797,18.11812,16.78993,16.70532,5.335615,2.413493,5.865766,-13091.91,-470.6806,-589.009,0.4833765,0.2650805,34.21909,3,3
GALAXY,0.05260198,1237652600640897353,17.90424,17.678,15.85054,15.98713,7.986319,3.354142,10.48547,-25431.11,-3955.992,-93.30695,0.04014552,-0.4022056,17.7898,3,3
GALAXY,0.05231514,1237652600642601301,18.11312,18.00684,16.77051,16.95292,3.527191,1.672969,4.284482,-10054.78,-493.3197,-410.1049,-0.2591572,-0.2026778,15.08215,3,3
GALAXY,0.02450278,1237652600649220265,18.63336,18.32276,14.78504,14.83605,18.98255,8.444019,18.33637,-51731.8,-895.1572,-7656.666,0.690178,0.1681212,703.7925,3,3
GALAXY,0.05243253,1237652616206024794,17.46669,17.54639,16.38943,16.52783,3.411784,1.665558,4.647308,-12213.94,-1351.096,-273.6389,0.14638,-0.059518,14.43043,3,3
GALAXY,0.05247921,1237652630711304296,18.5856,18.69287,15.53666,16.07175,15.7665,6.30121,12.45444,-17174.04,-1565.566,-1032.229,0.1090896,0.3500831,127.0938,3,3
GALAXY,0.03975186,1237653589017428333,18.72819,18.49244,17.08406,17.01631,5.200529,2.34057,6.000972,-13495.41,-202.352,-765.6706,0.1506785,-0.07573938,28.95929,3,3
GALAXY,0.02383294,1237652899155280133,21.68736,19.92887,21.51673,21.67597,1.486094,0.7926416,1.366012,0,0,0,0.06686919,0.06781329,5.89843,3,6
GALAXY,0.02465955,1237653665255588099,19.49177,19.55341,17.40202,17.74243,7.471081,3.347208,8.61115,-2450.923,-182.8332,-23.35701,-0.01350276,0.1603527,37.06926,3,3
GALAXY,0.02456265,1237652899691495566,18.82261,18.62012,14.90541,15.00125,16.39182,8.208886,14.94749,-52443.84,-1933.146,-10098.67,0.156283,0.01822382,591.7234,3,3
GALAXY,0.02414478,1237652900228300863,18.9723,18.94073,17.5239,17.66292,4.996526,2.147822,6.066987,-3016.79,-383.1992,-13.34282,-0.1061355,-0.2569226,13.13398,3,3
GALAXY,0.02372148,1237652900755669126,17.36761,17.33965,14.29123,14.25374,15.80837,7.586659,17.83781,-92439.57,-3848.973,-6511.005,0.2632891,-0.3684721,330.4127,3,3
GALAXY,0.02409032,1237653589020377526,20.4537,20.09632,17.81971,17.76322,9.421059,4.380327,11.07786,-2656.526,-18.76731,-128.0087,-0.6114887,0.008192674,118.629,3,3
GALAXY,0.03944334,1237653665786298737,18.29506,18.09348,15.60086,15.63222,8.91827,4.431818,8.285952,-47287.34,-1343.494,-7458.961,-0.0416023,-0.003697881,149.6422,3,3
GALAXY,0.03962057,1237653665787871726,18.47923,18.43088,16.6676,16.91414,6.121002,2.659138,6.072799,-11001.43,-1106.897,-431.1868,-0.04721914,-0.1610361,21.25535,3,3
GALAXY,0.05241122,1237652900761043096,17.94458,18.00715,17.08202,17.17439,2.891245,1.355216,3.547764,-5433.313,-389.832,-15.89404,-0.07488523,-0.07856055,9.496917,3,3
GALAXY,0.02367909,1237652901283823666,19.11547,19.00243,17.35796,17.33128,6.43131,2.863169,7.435642,-5461.356,-55.60859,-211.7587,-0.6754042,-0.4746108,65.03305,3,3
GALAXY,0.03954748,1237654028714967212,18.55301,18.46407,15.63368,15.61605,14.8756,6.575397,14.55955,-32851.95,-1632.058,-2748.104,0.2281463,0.009638608,221.7727,3,3
GALAXY,0.05261843,1237652901296406743,20.23302,20.15856,17.25098,17.7411,10.94545,5.258803,9.895608,-1509.663,-224.0781,-198.8358,0.2635609,0.298649,147.7433,3,3
GALAXY,0.05242034,1237653612108644551,16.62668,16.76719,15.3022,15.3899,6.209365,2.527076,8.028344,-35000.85,-7480.816,-267.4297,0.04936631,0.2766977,17.13712,3,3
GALAXY,0.0399835,1237654028715032625,17.2123,17.26617,15.75595,15.89136,5.99028,2.472096,6.659109,-27058.65,-4614.27,-507.1506,0.1592987,-0.003861011,15.4885,3,3
GALAXY,0.03921234,1237653612647743575,18.85885,18.81507,16.66527,16.71186,8.100337,3.76636,8.536922,-13923.4,-315.4134,-1776.885,0.7735344,-0.3326176,160.1935,3,3
GALAXY,0.03910921,1237654028715557024,17.57454,17.50839,15.61466,15.82597,6.973889,2.989015,9.019785,-32051.35,-2308.896,-364.4719,-0.1841362,0.05513589,29.622,3,3
GALAXY,0.0239178,1237651737379274947,19.45477,19.01437,16.43876,16.50926,10.69299,4.59549,10.40903,-13587.31,-55.21345,-1591.108,0.3131267,0.7820824,225.2513,3,3
GALAXY,0.0236732,1237651737383731214,16.17672,16.21317,14.12339,14.16707,14.32419,5.767863,15.93637,-93695.59,-32209.03,-6190.918,0.04696859,0.1805488,18.91928,3,3
GALAXY,0.03953111,1237653613182058654,18.52473,18.22433,15.9266,15.90458,9.066114,4.210743,10.97406,-24742.92,-667.128,-3332.678,-0.8375416,-0.07853197,150.6878,3,3
GALAXY,0.03978566,1237652901843435639,18.53477,18.42746,15.81969,15.84424,12.47227,5.494606,13.25262,-27374.82,-218.4789,-3140.717,0.8232628,0.4481237,365.7384,3,3
GALAXY,0.02468382,1237651737391989131,18.56315,17.95977,15.85094,15.83958,6.702682,3.322344,7.843859,-30114.98,-247.8198,-4948.387,0.2563155,0.280768,80.72019,3,3
GALAXY,0.02397739,1237652934031442379,19.03577,18.52359,16.34394,16.3005,9.408518,4.233603,8.90073,-15894.21,-688.7855,-1264.719,0.4590414,-0.1284071,92.61404,3,3
GALAXY,0.02410954,1237652934034784551,18.47469,17.80037,15.05855,15.0671,11.32438,5.103815,12.01565,-51386.55,-1249.089,-9266.172,0.3503804,-0.6504073,257.0575,3,3
GALAXY,0.03998367,1237654029251838072,19.57839,19.43521,17.73911,17.73628,5.549053,2.68967,6.200448,-3449.647,-19.72429,-274.0669,-0.3508474,-0.05494619,52.30751,3,3
GALAXY,0.03961495,1237653613184286876,18.37468,18.47331,17.58706,17.68238,2.809402,1.321367,3.249764,-3185.064,-132.9386,-54.63655,0.116926,-0.1413853,10.28069,3,3
GALAXY,0.05237142,1237652934572114238,20.00836,19.18278,17.43661,17.45499,5.833948,2.725402,5.605736,-4545.836,-53.27962,-426.5872,0.09394488,-0.3437647,54.18153,3,3
GALAXY,0.05275539,1237652934572965983,19.23428,18.53782,16.61766,16.50261,8.246914,3.67855,8.929439,-13345.9,-523.8058,-668.5853,-0.2586741,-0.04968673,52.36447,3,3
GALAXY,0.05247626,1237652934573162858,16.50854,16.12939,14.36255,14.39203,9.687773,3.918234,14.21489,-85312.63,-26516.92,-2413.947,-0.2461013,-0.03207986,10.63363,3,3
GALAXY,0.03996924,1237654029254066317,19.67884,19.37487,17.70039,17.66171,6.535264,2.928276,7.800303,-4113.794,-19.71962,-176.0796,0.5210552,0.6255061,65.50173,3,3
GALAXY,0.03986571,1237654030326169805,16.66948,16.47592,14.17156,14.38236,10.78126,4.6502,14.61304,-91185.88,-14181.01,-1677.089,-0.0143205,0.4570044,41.24768,3,3
GALAXY,0.03932232,1237653613184286930,17.3552,17.42462,16.11435,16.24376,4.473912,1.959217,5.528399,-19959.39,-2630.194,-129.6594,-0.001214102,-0.1442481,13.2466,3,3
GALAXY,0.03971437,1237654628400103835,19.13692,18.80268,16.7287,16.76855,6.640592,3.345235,6.51933,-15452.48,-189.8925,-1741.942,0.07346623,-0.1080397,81.9365,3,3
GALAXY,0.05241656,1237652935646839145,17.49435,17.25211,15.92636,16.07829,4.377502,1.901097,5.032332,-24280.04,-4335.069,-922.6494,0.09120474,-0.1293875,7.599002,3,3
GALAXY,0.05239301,1237652935647560052,18.71389,18.1093,16.14435,16.0887,7.419588,3.502827,8.177146,-26149.36,-580.0891,-1925.503,0.4097761,0.2353667,71.32882,3,3
GALAXY,0.03907776,1237654030326366373,17.589,17.24018,14.47259,14.64454,16.89154,6.951114,19.7782,-74173.07,-6137.646,-5925.819,0.6898802,0.4923448,256.7461,3,3
GALAXY,0.03934652,1237651752929656992,17.92318,17.76185,15.78431,16.00024,7.681751,3.27726,9.166798,-25950.8,-1135.83,-1012.821,0.00708922,0.7967572,64.06487,3,3
GALAXY,0.05232915,1237651252584317111,18.76737,18.45272,16.8434,16.84701,5.078789,2.47244,5.580683,-16283.46,-104.9023,-1730.643,0.1076172,-0.1795292,42.58134,3,3
GALAXY,0.05231133,1237652936183906578,19.27303,18.59822,16.87025,16.88363,5.161919,2.563883,5.576756,-8255.284,-71.82799,-1219.355,0.3273189,-0.07195481,52.03064,3,3
