#class,z,objid,psfMag_r,fiberMag_r,modelMag_r,petroMag_r,petroRad_r,petroR50_r,petroR90_r,lnLStar_r,lnLExp_r,lnLDeV_r,mE1_r,mE2_r,mRrCc_r,type_r,type
# 10A  ,E,K    ,E       ,E         ,E         ,E         ,E         ,E         ,E         ,E        ,E       ,E       ,E    ,E    ,E      ,I     ,I
GALAXY,0.0468157,1237651250951356556,17.93272,17.81209,15.72423,16.01135,7.300794,3.371551,7.54812,-30978.82,-2961.853,-1855.97,0.3742221,-0.2683665,39.25992,3,3
GALAXY,0.04674261,1237649918967480614,18.19592,17.77413,15.64995,15.67224,7.564529,3.500088,8.164478,-41334.35,-350.3867,-7200.336,0.6064531,-0.4260628,120.5374,3,3
GALAXY,0.005588139,1237651250958434461,19.85249,19.54377,17.75094,17.73816,6.089599,2.875485,6.61297,-3838.849,-4.945193,-301.5606,0.1014242,0.1600371,52.99903,3,3
GALAXY,0.04697145,1237648722842615820,18.78287,18.59388,15.7467,15.73809,13.00565,6.529205,13.56162,-33444.42,-2411.524,-4235.396,0.2926515,-0.2483785,317.4236,3,3
GALAXY,0.04683289,1237648722836783212,18.25993,18.29255,17.54048,17.63498,2.598216,1.221846,3.055672,-3200.552,-168.7724,-55.92598,-0.01502681,-0.03759429,9.413943,3,3
GALAXY,0.03345598,1237648722830360726,18.6304,18.43762,16.72011,16.71585,5.858767,2.7691,5.991848,-16618.84,-180.4656,-1706.912,-0.283438,-0.001115829,49.45348,3,3
GALAXY,0.04676027,1237651250969247915,18.12116,17.96083,16.18367,16.20319,6.117096,2.915757,6.408815,-29252.34,-464.5415,-3689.131,0.6519972,0.1736875,72.55908,3,3
GALAXY,0.03312164,1237651250975736076,19.472,19.13967,17.81437,17.67081,5.295679,2.40124,6.113846,-5109.562,-109.1741,-177.996,-0.04508346,-0.5953345,28.72813,3,3
GALAXY,0.006153071,1237648722325537083,19.70289,19.35641,15.48051,15.55349,19.38962,8.722062,18.71925,-20869.86,-269.3918,-4335.291,-0.3348106,-0.4421532,675.1929,3,3
GALAXY,0.03337878,1237651251513721108,19.31981,18.88404,17.67058,17.64103,4.011314,1.892856,4.371813,-6492.813,-41.41459,-478.5438,0.1031136,-0.2512384,22.82711,3,3
GALAXY,0.04675606,1237651252019003494,19.53576,19.50584,16.88778,16.87708,12.41401,5.406732,11.41577,-6763.738,-96.59893,-382.1616,0.04085079,-0.1644986,157.8978,3,3
GALAXY,0.04692308,1237651252019003593,16.82314,16.95513,14.63193,14.76927,14.31724,5.593118,17.53016,-65225.02,-13597.44,-420.5365,-0.07951912,-0.1005479,34.65754,3,3
GALAXY,0.04674437,1237651252024442920,18.90239,18.53002,16.81617,16.70552,6.933951,3.151175,7.96079,-15636.8,-409.0821,-606.2894,0.3631195,-0.2330234,45.77235,3,3
GALAXY,0.03312304,1237651252026015914,18.34638,18.10026,16.47092,16.46025,5.360227,2.558374,5.596284,-22633.25,-172.2474,-2958.328,0.3890895,-0.3108642,51.72618,3,3
GALAXY,0.04692195,1237651252027064538,17.76585,17.77019,17.03385,16.97916,2.768244,1.275513,3.226197,-9199.491,-300.6753,-481.5335,-0.3716803,0.3403761,10.8545,3,3
GALAXY,0.03344275,1237648721792532811,19.55295,19.33446,17.078,17.10679,8.561986,3.964549,8.273734,-8809.922,-126.8848,-807.9658,0.2315923,-0.03898396,104.0816,3,3
GALAXY,0.008695109,1237651252044562546,18.08039,17.62952,15.02087,14.99178,12.125,5.473441,14.11592,-58461.37,-1210.451,-7061.57,0.2603892,0.8116546,243.7125,3,3
GALAXY,0.03339099,1237648721784930648,18.67502,18.35437,17.02107,17.02236,3.927561,2.018331,4.647419,-15015.64,-151.2308,-1999.866,-0.05010357,0.1721144,30.89339,3,3
GALAXY,0.03299756,1237651252052623659,18.83767,18.27737,16.97042,16.96701,4.290763,1.990524,4.793199,-13741.78,-8.264956,-1607.136,-0.6606154,0.03463623,33.08257,3,3
GALAXY,0.03262803,1237651252053410206,19.00493,18.43891,15.87153,15.90128,10.46735,4.791949,10.32046,-30498.31,-309.8812,-3238.323,0.2563843,0.3702214,157.8121,3,3
GALAXY,0.03265226,1237651252053475654,17.25411,17.00675,15.7501,15.85457,4.312833,1.837666,5.230439,-35344.76,-5273.504,-827.3896,0.1236517,-0.2401775,9.475602,3,3
GALAXY,0.03283598,1237648721755504792,17.98267,17.72958,16.28954,16.47849,4.511867,1.994564,5.011356,-21570.15,-998.7017,-786.5835,-0.5005331,-0.0718073,18.97314,3,3
GALAXY,0.03342812,1237648721755308190,16.54789,16.3362,14.37651,14.45999,11.05393,4.197638,14.35143,-91242.15,-23081.92,-560.122,-0.09874099,-0.001081469,17.33885,3,3
GALAXY,0.03345294,1237648721755308108,17.46214,17.36503,14.99908,15.17452,12.53676,5.660412,15.08342,-53454.05,-12275.61,-3613.925,0.007267003,-0.0124587,9.473423,3,3
GALAXY,0.03314288,1237651252053737790,20.08014,19.46723,17.12865,17.14927,10.37654,4.486422,10.98108,-7347.309,-180.6266,-681.0105,-0.1703041,0.7982467,208.3193,3,3
GALAXY,0.03260085,1237648721255858862,21.45703,20.84586,17.77198,17.84783,11.4371,5.58213,10.07975,-894.988,-41.7779,-207.3429,-0.1795861,0.1798688,309.3404,3,3
GALAXY,0.04683268,1237651252560330893,16.89923,16.94156,15.6751,15.75072,4.93672,2.044839,6.548183,-27985.89,-6639.043,-464.6605,-0.003297779,0.2969726,10.91828,3,3
GALAXY,0.04690905,1237651252560396409,18.44534,18.2829,15.12036,15.18527,33.55881,11.64855,37.838,-29601.95,-6344.355,-3445.768,-0.3071946,0.680802,323.9246,3,3
GALAXY,0.04688492,1237651252560396581,18.20897,18.11836,16.87947,17.03611,3.867606,1.718215,4.847873,-10122.42,-479.6032,-125.4848,0.01528335,-0.5439882,16.16564,3,3
GALAXY,0.0331597,1237651252562886820,18.17782,18.00793,16.88994,16.91377,3.418079,1.703727,3.571928,-14804.93,-131.9648,-2156.001,-0.1217821,0.2091575,24.18345,3,3
GALAXY,0.03264355,1237648721217716496,19.11318,18.77522,17.4034,17.41203,4.673938,2.119169,5.065784,-8713.614,-17.77172,-742.3164,0.1835219,-0.6465258,38.67599,3,3
GALAXY,0.04675284,1237651252585037953,17.70389,17.48575,15.22456,15.37358,12.16698,5.25658,16.59809,-48199.91,-9201.879,-397.5535,0.135542,-0.1050378,24.02365,3,3
GALAXY,0.04082667,1237651538186993888,18.40116,18.15349,16.89655,16.90503,3.845464,1.900811,4.080441,-16141.57,-190.8761,-2566.241,0.4329341,0.02247105,31.34292,3,3
GALAXY,0.04024557,1237651754004054081,17.33951,17.20444,15.33748,15.49282,8.005226,3.391826,9.413803,-38773.38,-4971.634,-2286.209,-0.2749109,0.5067335,32.13198,3,3
GALAXY,0.04074611,1237651754004316256,17.23254,17.22855,15.94914,16.01183,5.181098,2.092775,6.283077,-21024.5,-5204.2,-455.0662,-0.007008407,-0.08920196,10.07014,3,3
GALAXY,0.05451693,1237651539243500143,20.49662,20.10749,17.56525,17.63799,9.201662,4.483598,8.357193,-2451.612,-34.69487,-214.7347,-0.3674136,0.129931,162.8446,3,3
GALAXY,0.025145,1237651754025091284,19.10919,18.8036,17.08303,17.03209,6.645719,3.039175,6.854545,-8259.33,-353.2568,-643.7965,0.1610652,0.06850315,46.37622,3,3
GALAXY,0.05471154,1237651754025222382,18.16553,18.07282,16.98492,16.96337,3.854007,1.768553,4.746369,-10250.92,-285.9989,-400.4362,0.1307071,-0.6937657,23.88325,3,3
GALAXY,0.05478346,1237651754025353308,18.12666,18.06681,16.62684,16.60616,7.238166,2.818706,9.343729,-9532.991,-2113.479,-121.6607,-0.06829111,0.08270284,11.03412,3,3
GALAXY,0.02509792,1237651754541449512,18.1295,18.16387,17.39469,17.3449,2.921677,1.362939,3.309522,-4899.176,-102.3082,-118.8668,0.2931262,-0.1410033,12.43843,3,3
GALAXY,0.02521794,1237651754541580447,18.83876,18.73951,17.65541,17.6451,3.480175,1.723624,3.869744,-4637.792,-5.244446,-369.001,-0.2989569,-0.1898601,22.94304,3,3
GALAXY,0.04057531,1237651754543218777,18.75225,18.53616,16.74223,16.77244,6.20513,2.862828,7.344307,-13583.31,-90.27634,-1333.648,0.2157444,0.7576017,81.20927,3,3
GALAXY,0.04059364,1237651754545250323,16.3409,16.2321,14.19252,14.3113,10.68193,4.514571,15.63278,-92985.05,-25786.99,-855.5505,-0.001962706,-0.02226448,20.88609,3,3
GALAXY,0.04049857,1237651539793019051,18.27454,18.10666,17.1855,17.16822,3.175534,1.485148,3.366739,-10065.59,-74.87716,-549.5624,-0.03402929,0.105253,14.33647,3,3
GALAXY,0.02557743,1237651540315013214,18.25225,17.76242,14.02283,14.48705,20.54889,8.741995,22.651,-81535,-4135.363,-4008.219,-0.1602598,-0.03722838,259.8551,3,3
GALAXY,0.05483683,1237651754562945290,18.97561,18.83306,17.44491,17.36548,5.23513,2.362369,5.762408,-5623.485,-45.47975,-228.2899,-0.06687003,0.07167856,30.26796,3,3
GALAXY,0.02556366,1237651715873243449,19.44444,19.25297,17.90565,17.78862,5.13903,2.347195,6.312749,-4362.521,-58.34978,-174.2902,-0.06590313,-0.06070872,27.45251,3,3
GALAXY,0.0251033,1237651735223468140,19.13595,19.17857,18.26886,18.40615,2.551317,1.268523,3.308433,-944.5998,-22.45358,-3.178891,0.1232116,0.05095828,9.474689,3,3
GALAXY,0.02521543,1237651735223533674,18.58584,18.39896,16.84311,16.7441,5.924106,2.737218,7.12235,-12720.73,-178.2038,-651.6417,0.5545557,-0.1536162,42.19438,3,3
GALAXY,0.04092485,1237651755076616364,19.02506,18.92924,17.69048,17.69016,4.13081,1.945408,4.207134,-4288.05,-31.88775,-400.2022,0.3587236,0.1511273,28.09292,3,3
GALAXY,0.05452039,1237652901300600973,16.47697,16.36517,14.2695,14.33749,13.40786,5.342563,17.97871,-89617.09,-27355.96,-1609.052,-0.05495682,0.1845201,17.04616,3,3
GALAXY,0.02491419,1237651735234478093,16.4379,16.30282,14.46387,14.57495,9.172309,3.719894,10.54827,-74281.34,-17803.07,-2740.515,-0.3277847,0.008301522,17.21022,3,3
GALAXY,0.02491571,1237651735234478248,16.68775,16.61995,15.38008,15.49314,3.974275,1.802175,5.089573,-35761.18,-4010.015,-589.8785,-0.2284802,-0.2203961,13.63157,3,3
GALAXY,0.05492734,1237648673992540336,19.27063,18.9523,17.18841,17.18302,6.266967,2.840752,6.367559,-7360.389,-21.84669,-530.946,0.08157958,-0.2612202,49.12609,3,3
GALAXY,0.02503047,1237651735234543845,19.52312,19.2058,17.61095,17.45232,6.797053,2.958489,7.940064,-4217.812,-74.23545,-117.1014,-0.1704781,-0.08215639,36.043,3,3
GALAXY,0.02551241,1237651755077861508,19.02072,18.87497,16.85928,16.7629,9.361917,4.085808,9.959768,-9740.545,-215.5219,-346.4934,0.4330411,0.5264749,88.59601,3,3
GALAXY,0.02481083,1237651735234609443,19.65742,19.07606,16.61713,16.65655,11.63618,4.803424,12.212,-9359.208,-128.9442,-649.7133,0.08804616,-0.9080117,284.2767,3,3
GALAXY,0.04049055,1237651755078582359,17.23607,17.28494,14.69187,14.69602,12.03562,5.624318,12.77216,-71558.83,-2132.445,-8595.379,-0.6302236,-0.129832,204.3221,3,3
GALAXY,0.02528187,1237651755078647903,16.24538,16.3259,14.41697,14.54482,9.300367,3.717885,11.01177,-74128.36,-15300.42,-1248.014,0.1409181,-0.2278015,25.88037,3,3
GALAXY,0.04032981,1237651755080941692,17.88218,17.89844,15.67311,15.91863,9.720412,4.403136,11.95645,-23218.73,-3571.16,-685.2031,-0.1554708,0.100155,30.03483,3,3
GALAXY,0.02511655,1237651755082252421,17.9181,17.7895,14.49552,14.47435,18.35745,8.289043,19.71095,-81832.53,-2441.427,-7879.952,0.092593,0.0280193,384.6382,3,3
GALAXY,0.04059726,1237651755082383448,18.46321,18.31728,15.98011,15.98105,10.45353,4.72841,12.40475,-24930.4,-335.619,-1541.389,-0.3554045,-0.7749149,175.5942,3,3
GALAXY,0.04046928,1237651735245422617,17.40242,17.23024,15.71108,15.83863,5.710735,2.439139,7.768336,-28884.76,-4891.171,-98.42729,-0.04750782,-0.2534668,12.48528,3,3
GALAXY,0.02577538,1237651755086905543,19.64132,19.45702,17.66562,17.67947,6.033868,2.80782,6.351519,-3459.951,-5.468406,-303.9628,0.4283066,-0.1644549,59.84298,3,3
GALAXY,0.04035129,1237651755090968725,17.6743,17.6773,15.90306,16.07556,7.233597,3.156203,7.864083,-22135.15,-3783.727,-987.8211,0.01248359,0.3255103,18.05998,3,3
GALAXY,0.04039992,1237651735767875730,18.86164,18.49689,17.26155,17.18385,4.400685,2.058266,5.493839,-8866.252,-158.4047,-394.134,-0.3349955,-0.5880888,28.01642,3,3
GALAXY,0.02486036,1237651249899634907,19.44956,19.20848,17.58004,17.64344,5.365588,2.424462,4.880815,-6007.622,-11.14763,-565.5204,0.4307714,0.1029179,49.34631,3,3
GALAXY,0.02541127,1237651735771480254,19.65683,19.22085,16.7083,16.60505,16.61318,7.009308,18.23859,-8235.682,-297.583,-334.787,0.4389989,0.8476987,490.0289,3,3
GALAXY,0.02579744,1237651735771611332,16.97992,16.74887,14.54483,14.67436,11.7912,4.502322,12.26963,-74286.95,-12854.21,-3751.977,-0.103988,-0.4647438,39.46353,3,3
GALAXY,0.02550182,1237651755100209308,19.06496,18.95155,16.04564,16.06664,14.79255,6.060093,12.86563,-18375.09,-314.7408,-1476.473,0.4360768,0.046706,246.2794,3,3
GALAXY,0.04073707,1237651799623663884,21.01548,19.78951,20.76124,20.89927,1.322354,0.6810748,1.20464,-0.1308523,-1.185412E-08,-1.78066E-05,-0.0070228,-0.04293731,4.433338,3,6
GALAXY,0.02535178,1237651735771807920,19.48081,19.05832,17.5435,17.59745,4.683887,2.225118,4.35158,-5272.407,-49.7187,-541.1829,0.1398019,-0.324708,40.47872,3,3
GALAXY,0.04054368,1237651821633732877,17.88487,17.65324,14.63373,14.61371,16.92544,7.812439,18.71803,-74512.38,-3332.486,-7074.529,0.4709849,-0.4290974,357.6536,3,3
GALAXY,0.05459347,1237651735772004449,17.47847,17.29646,15.67936,15.82036,6.104952,2.684837,7.666397,-29611.94,-5270.153,-299.4124,0.1128538,0.05555625,11.71693,3,3
GALAXY,0.05463027,1237651821634781406,18.55789,18.44583,17.07108,17.23155,4.6118,1.989354,5.38007,-5993.788,-667.7128,-51.8509,0.1093562,0.00739345,11.80888,3,3
GALAXY,0.04037296,1237651735778033877,18.8293,18.45595,17.21276,17.17682,4.268693,1.993136,4.987908,-9116.738,-62.65355,-515.4729,-0.694395,-0.2886291,30.53216,3,3
GALAXY,0.05474353,1237651735782162709,18.9796,18.36049,16.56415,16.61881,5.838334,2.738106,5.791075,-16443.15,-319.6802,-2637.606,-0.76595,0.1643707,81.18435,3,3
GALAXY,0.05482043,1237651821635698830,17.50082,17.47059,16.16205,16.27193,4.588672,1.99603,5.437089,-17522.98,-2856.148,-304.1483,0.03606692,0.02446889,9.797985,3,3
GALAXY,0.02551347,1237651821637599540,17.65638,17.65955,15.96069,16.14478,6.02176,2.674601,8.179811,-20749.51,-2422.696,-240.8301,-0.09941528,0.008615253,21.0227,3,3
GALAXY,0.02555193,1237651822171848877,19.4939,19.39713,17.55856,17.60812,7.480706,3.309572,7.93019,-4291.22,-88.91403,-228.2946,0.6687227,0.6273385,139.446,3,3
GALAXY,0.05468859,1237651736308875339,16.99807,16.76711,15.02904,15.0323,11.20704,3.838825,12.76336,-55859.37,-14363.45,-902.4158,0.03162308,0.01562334,12.64063,3,3
GALAXY,0.02473582,1237651822174011588,18.72013,18.85251,17.00811,17.18957,7.421577,3.198414,8.798337,-4341.853,-511.0117,-34.76583,-0.009437842,-0.275888,26.24138,3,3
GALAXY,0.02535413,1237651822174535827,17.30557,17.32957,15.81701,15.93152,5.465096,2.47686,7.517015,-24515.89,-3994.518,-272.5946,-0.2123413,0.01493358,15.19136,3,3
GALAXY,0.02575398,1237651822174535844,16.9575,16.95811,15.24756,15.29117,9.263885,3.587819,11.68684,-40600.25,-9587.766,-711.0732,0.4227217,0.1432677,17.63682,3,3
GALAXY,0.05476525,1237651251505791065,19.48386,19.14064,17.58532,17.52636,5.470385,2.519879,5.779264,-6007.122,-143.0081,-589.0969,0.3053751,0.282741,40.02329,3,3
GALAXY,0.02487146,1237651822707212523,18.20601,17.86502,15.74093,15.66446,8.403629,3.99397,10.71996,-37605.13,-576.8777,-3345.411,-0.4690598,-0.4466732,99.81505,3,3
GALAXY,0.04070996,1237651736314642678,19.46894,18.97882,17.44383,17.47631,4.846237,2.26423,5.011458,-6355.804,-14.56409,-713.5042,-0.009114012,-0.5512915,43.64366,3,3
GALAXY,0.04051035,1237651736314773788,17.97144,17.84169,16.44578,16.57089,5.002622,2.124029,6.040369,-13811.68,-1990.091,-82.29218,0.07521808,-0.1159069,11.34471,3,3
GALAXY,0.04048525,1237651736314773859,18.33864,18.07669,16.75736,16.70542,4.754204,2.199193,5.287022,-15426.76,-308.7097,-777.8582,0.09504406,-0.5892431,30.07336,3,3
GALAXY,0.05457074,1237651736315560217,20.17915,19.54259,17.87117,17.81919,6.03252,2.744715,6.301093,-2115.072,-32.76631,-229.8949,0.7156926,0.1442605,55.50715,3,3
GALAXY,0.02539386,1237651822711079077,18.74694,18.67374,16.51504,16.55284,16.75452,5.667752,15.7379,-8242.419,-1683.911,-222.4622,0.2601153,-0.1916237,24.68314,3,3
GALAXY,0.04025397,1237651252564066457,18.92983,18.74056,15.89223,15.94964,11.48282,5.205801,10.77388,-28824.37,-194.3982,-3884.045,-0.01082815,-0.5058166,233.2734,3,3
GALAXY,0.04050552,1237651252585496790,18.45985,18.21136,16.53207,16.78778,5.534012,2.407821,7.489779,-15548.83,-1127.776,-220.5243,-0.4043187,-0.495188,25.20231,3,3
GALAXY,0.0548733,1237651822713503919,18.00715,18.11177,17.1336,17.08115,4.206136,1.693531,5.659206,-4722.081,-1123.433,-160.6866,-0.1087889,0.2521788,8.586595,3,3
GALAXY,0.0548824,1237651822713700634,19.03684,19.13988,18.03126,18.05637,4.239464,1.797521,5.540063,-1275.08,-127.5379,-8.804954,0.1937453,-0.2983699,12.13798,3,3
GALAXY,0.05476174,1237651736845680815,17.7958,17.787,16.8449,16.90549,3.170535,1.371808,4.027762,-8349.342,-1093.326,-125.653,-0.444672,0.003110416,8.765541,3,3
GALAXY,0.05472848,1237651736846270695,17.7808,17.75789,16.57673,16.40726,6.641515,2.786241,9.768818,-10485.87,-4282.507,-978.9497,-0.05181371,0.01784751,6.363133,3,3
GALAXY,0.05472531,1237651823246311478,16.56305,16.50794,14.67368,14.76212,9.067894,3.803641,12.7661,-67403.97,-17676,-561.6439,0.1858081,-0.1102272,16.45613,3,3
GALAXY,0.05465046,1237651736847057040,17.8718,17.94464,16.72334,16.87417,3.711538,1.736406,4.534481,-9180.841,-414.3516,-222.9144,0.1910492,-0.4289274,18.11764,3,3
GALAXY,0.040674,1237651736851841049,19.02348,18.54136,16.33961,16.35997,10.09489,4.205753,10.35767,-16313.48,-132.4816,-1484.587,0.9025326,-0.06023205,191.3274,3,3
GALAXY,0.02567719,1237651823246966839,18.26316,18.07682,15.94494,15.87474,8.548059,4.116554,9.868626,-31531.04,-1133.62,-2797.695,-0.04281742,0.2874933,96.38457,3,3
GALAXY,0.02543448,1237651737370230926,18.57529,18.50797,17.32136,17.51601,3.215682,1.579399,4.268664,-4587.56,-146.4982,-119.306,-0.011647,-0.08226361,14.10421,3,3
GALAXY,0.05458692,1237651272421671096,18.39472,18.39114,15.77609,15.78242,11.50035,5.223188,12.68207,-31303,-673.7773,-3084.482,0.5746244,0.2848258,210.7234,3,3
GALAXY,0.05461036,1237651823247032548,18.13061,17.97379,16.39792,16.40864,5.612985,2.553176,6.030439,-21317.46,-114.7049,-1897.256,-0.2180977,0.6235639,52.76153,3,3
GALAXY,0.04042094,1237651823247687914,16.92359,17.07104,15.89119,15.98541,4.062582,1.844039,5.405332,-18866.56,-3414.876,-23.69771,0.08011434,0.02270913,13.44651,3,3
GALAXY,0.0544766,1237651737383403634,17.83888,17.88202,16.98311,17.07256,2.82443,1.287625,3.599134,-6904.221,-700.4083,-65.33088,0.2510564,0.1876266,9.182914,3,3
GALAXY,0.0409868,1237651272431894634,18.97668,19.10419,16.72262,16.77811,8.741604,4.236511,8.584405,-9837.29,-76.25995,-921.5875,0.2567548,0.2322379,131.9429,3,3
GALAXY,0.02509636,1237652598488498702,19.71983,19.19543,16.14651,16.08404,15.51933,7.236367,15.19097,-5472.833,-426.683,-1044.393,-0.3419674,-0.4060582,266.4086,3,3
GALAXY,0.05452019,1237652598493610305,16.92417,16.74044,14.91269,15.02981,8.473773,3.480113,11.31323,-58240.12,-11895.44,-228.9881,0.04009624,0.02831751,15.90422,3,3
GALAXY,0.04068475,1237652598496493899,19.13916,18.93021,17.84699,17.87733,3.368994,1.658988,3.565651,-3764.23,-20.82283,-387.7393,-0.4733749,-0.3934943,24.88248,3,3
GALAXY,0.05451185,1237652598498394265,17.55081,17.67754,15.99227,16.12266,6.770546,2.946958,9.078343,-17098.95,-2512.979,-18.55582,-0.09405787,0.0717328,20.88926,3,3
GALAXY,0.02567401,1237651737907298525,19.91388,19.67889,17.55543,17.63959,6.754505,3.298849,6.728581,-3536,-18.97534,-414.9192,-0.5095801,0.5338156,112.3336,3,3
GALAXY,0.04016602,1237651737911492764,18.49947,18.49072,17.47169,17.6397,2.964287,1.40382,3.467216,-3509.797,-67.89892,-48.20107,-0.09282641,-0.03644257,12.24424,3,3
GALAXY,0.05487298,1237651737920602291,19.92566,19.92631,17.364,17.43933,10.41533,4.847295,9.037832,-2796.306,-55.47193,-234.9644,0.1525438,-0.2830782,174.8726,3,3
GALAXY,0.0404405,1237651737929580825,18.7465,18.58018,16.91766,17.18501,5.205629,2.3412,6.257676,-6841.147,-600.3426,-182.7916,0.1355254,-0.07916663,19.40809,3,3
GALAXY,0.05463501,1237652599564271989,19.79969,19.80137,19.24179,19.20119,2.135149,1.02328,2.397728,-297.9571,-1.821007,-4.099792,-0.3506458,0.08695388,7.372023,3,3
GALAXY,0.02514581,1237652599565320220,19.58417,19.14174,17.62414,17.64409,4.717586,2.292273,4.719372,-3739.916,-41.12615,-509.9729,-0.6080322,0.3877172,48.85179,3,3
GALAXY,0.04060319,1237652901832294517,17.51062,17.51425,14.72172,15.03209,13.31954,5.821401,15.59342,-56055.6,-5041.612,-1362.584,-0.06854618,0.2111558,83.12937,3,3
GALAXY,0.05457597,1237651272968634490,18.02958,18.10857,16.11674,16.08447,9.584892,4.1951,10.35602,-22187.22,-1348.44,-1530.183,-0.794928,-0.1004435,133.4874,3,3
GALAXY,0.0403097,1237651272969027736,18.18273,18.21288,15.81434,15.80072,9.759311,4.464716,10.45774,-32322.89,-483.8351,-2936.706,0.2422594,0.006249221,115.9039,3,3
GALAXY,0.04014046,1237651752415396035,18.35361,18.15693,16.25029,16.20111,9.05648,3.872797,9.70752,-20542.03,-638.985,-1136.442,-0.5257246,0.717787,120.2906,3,3
GALAXY,0.05472433,1237651752415658177,18.8829,18.5538,16.23183,16.28677,8.485413,3.880331,9.383351,-16971.99,-228.7012,-2752.19,0.4537021,0.6799336,162.6346,3,3
GALAXY,0.04069082,1237651752923693195,19.78429,19.3217,17.10938,17.10073,8.340036,3.797468,8.516048,-5667.501,-20.4531,-395.7827,0.003059827,-0.005638728,87.17199,3,3
GALAXY,0.0402007,1237652615668170841,18.52258,18.64401,17.50799,17.6524,3.691773,1.641804,4.487066,-3360.786,-188.0838,-23.83961,0.3038769,-0.4114996,16.58104,3,3
GALAXY,0.04020486,1237651752929853503,18.61164,18.54314,17.20161,17.40199,4.069611,1.861442,4.717466,-5324.651,-143.774,-109.093,0.5618494,0.2397598,21.26275,3,3
GALAXY,0.0407761,1237652616741584961,18.65998,18.44747,15.78736,15.84264,9.512221,4.505244,9.058249,-33808,-366.777,-5060.069,-0.2017537,-0.00112876,157.4828,3,3
GALAXY,0.04077408,1237652616741650437,16.32283,16.41299,14.5212,14.5427,12.84118,4.546266,12.49055,-70487.52,-22854.33,-5824.417,0.1371051,0.01486799,12.65249,3,3
GALAXY,0.02524902,1237651752938569768,18.58573,18.29461,16.22481,16.07712,9.275118,4.23886,10.7834,-21944.23,-847.2896,-1175.692,0.1458787,-0.4389915,70.4836,3,3
GALAXY,0.04045682,1237652616741650503,18.19375,18.25348,17.47362,17.43342,2.929862,1.368387,3.258393,-4730.089,-64.71362,-169.7303,0.3237431,0.2793648,13.19373,3,3
GALAXY,0.04066798,1237652616742109321,19.27506,19.11375,17.56217,17.5159,5.2012,2.509016,6.128819,-4954.855,-20.71935,-264.1155,0.3200456,0.0591454,41.38654,3,3
GALAXY,0.05459297,1237652628564410377,16.52944,16.63827,15.1134,15.157,7.82628,3.036604,9.307156,-42623.19,-13378.53,-2045.567,0.1485936,-0.004702418,14.27725,3,3
GALAXY,0.0548264,1237652628567556167,18.65886,18.73604,17.53488,17.68083,3.854793,1.734027,4.457574,-2850.213,-210.8037,-33.2324,0.07060763,-0.2765928,14.02662,3,3
GALAXY,0.02564602,1237651752951283970,20.30176,19.84095,17.09634,17.15533,10.88747,5.009844,11.05723,-1663.071,-0.9113189,-179.5392,-0.5418804,-0.3662395,214.3753,3,3
GALAXY,0.05488211,1237651752951677109,17.45349,17.44919,15.98641,16.00216,6.73117,2.781709,9.208479,-19178.49,-5292.047,-561.3125,-0.05443932,0.02833204,9.348903,3,3
