#F:MAG_U;F:MAG_G;F:MAG_R;F:MAG_I;F:MAG_Z
23.25841522,22.41577721,20.80902863,20.06879997,19.62991714
24.07004356,22.87264061,21.68827438,20.90419579,20.51613998
25.08006859,23.09960747,21.89490509,20.793993,20.42724037
22.88648987,22.48748589,22.21959305,22.1887207,21.9011879
23.30378342,22.68096542,21.26403618,20.40753937,19.96759605
22.72768402,23.02103424,21.74890327,20.66041565,20.10981178
23.61399651,23.09716415,21.87849045,20.72494507,20.17517853
22.26297569,22.35173988,20.50543213,19.62576103,19.15654945
20.90524483,20.68638039,20.29170036,20.44690132,20.22408676
22.86262894,21.87859344,20.10937309,19.3859005,18.98298073
22.56687737,22.74584198,21.02332687,20.19891548,19.80043411
22.93980408,22.62445641,21.39902306,20.60705757,20.26975822
25.47591782,24.085886,23.05421829,22.93161201,22.55818176
22.9227562,22.04478455,21.00458908,20.34675407,20.01859093
21.76354408,20.47671127,19.00127029,18.4857235,18.16100311
21.71297073,22.93787575,21.6783638,20.4299202,19.83756447
22.38330078,22.569561,20.78194809,20.00868416,19.56918526
22.50930023,22.14588356,20.3593483,19.63131714,19.24886131
22.59949112,22.2852726,20.51398087,19.7349453,19.32317924
22.74396706,22.5681591,20.8586731,19.98418999,19.62276268
23.69114113,23.25573921,21.44368362,20.37760353,19.95098686
22.6836586,22.1161499,20.38321686,19.60787773,19.06770897
22.38612175,22.32837868,20.55438614,19.78322983,19.38303375
24.51080322,22.64287949,21.87244797,21.01699448,20.69059944
22.35705757,22.70924377,21.20700455,20.38374138,19.98749924
22.37711334,23.24657059,21.42163658,20.62894249,20.07723618
23.33710289,23.10680771,22.16452599,21.32032013,20.97296906
22.9730854,23.68443871,21.84675026,20.56758118,19.98157883
24.8667717,22.68104935,20.93130112,20.2066021,19.79202271
22.53177071,22.87760544,21.39047432,20.499897,20.07761383
22.16881943,22.4142437,20.78072548,20.12044334,19.75070763
21.88922882,22.24054337,20.60253716,19.93425369,19.56888771
24.52761841,22.04012489,20.33464241,19.59844589,19.21801186
22.56522942,22.87359238,21.35538673,20.44121742,20.08281708
22.29007721,22.41065025,20.83028412,20.15253448,19.74799156
24.65382004,22.06337547,21.35772514,20.82412529,20.64694023
22.66971207,23.11959839,22.02308655,21.00611496,20.43583488
22.66750145,22.25892067,21.34989548,20.70520782,20.33202934
25.37400055,23.12367058,21.32583237,20.52291298,20.01603127
22.22336006,23.19886589,21.81322861,21.27747536,20.98389435
24.33165741,22.56890297,21.25986099,20.47736931,20.0539875
23.60700989,22.56039047,21.38655281,20.58735275,20.18131447
22.31524658,22.36193657,20.81629372,20.0554924,19.7024765
22.03705788,22.23882294,20.71963501,19.74794197,19.30620766
23.18662453,21.99578667,20.59095955,19.79916382,19.44945526
22.15249825,22.77952576,21.49032974,20.4468956,19.95202446
22.79024315,22.85250092,21.45456505,20.48897362,19.98586082
22.73072624,23.19144058,21.53088951,20.50529671,20.08559036
24.06101608,22.84388351,21.20537186,20.16814041,19.7235508
24.32717705,22.43758774,20.54454613,19.65889931,19.11861229
25.43505669,24.14106369,22.61955261,21.57471848,20.7951355
23.85199356,23.22338867,21.59303093,20.66550446,20.18795013
24.56248856,23.58099174,21.88381195,20.7104187,20.02528191
23.54280853,24.13127327,22.36148262,20.99576378,20.24285889
22.89874268,22.14227104,21.11558151,20.22652817,19.78280449
24.15111542,23.5737133,21.87628937,20.81677055,20.28150749
23.96110725,22.79485512,21.20743561,20.25258064,19.86318207
23.3593998,22.11831474,20.65292549,19.73338509,19.32435799
27.68406296,21.10865211,19.48475075,18.89665031,18.50096321
24.18233109,23.25504875,21.60470963,20.73846245,20.22148132
23.42166138,21.89272308,20.10795212,19.43567467,18.90417671
26.67967033,23.4769268,22.17366028,21.23329544,20.59800529
23.15515137,22.23688316,21.28125381,20.52441025,20.02349281
22.54462051,22.76925278,21.77874565,21.5267067,21.26121902
22.61693001,22.86467552,21.63721848,20.63834381,20.2056179
23.08642769,22.56913567,21.18250084,20.40480042,19.92056465
23.70692253,23.02622414,21.37367439,20.32552528,19.8197155
23.94363785,23.50068474,22.42505264,21.533638,21.02004623
24.53565025,24.08670807,22.75002289,21.84499741,21.38731575
23.87465286,23.92608261,22.59345627,21.8469944,21.3850174
26.30242729,23.684515,21.80701447,20.6489315,20.26510429
23.51956367,21.79811096,20.01091194,19.39595222,18.96257019
